>> loading GameParams.old.txt (first object)
>> loading GameParams.txt (second object)
>> comparing pickles
root.PRGM095_130MM55_B7CAS.shotDelay changed in second object (was 9.2, is 8.1)
root.PRSD105_Pr_7_Gnevny.A_Hull.burnNodes[0][3] changed in second object (was 60.0, is 30.0)
root.PRSD105_Pr_7_Gnevny.A_Hull.burnNodes[1][3] changed in second object (was 60.0, is 30.0)
root.PRSD105_Pr_7_Gnevny.A_Hull.burnNodes[2][3] changed in second object (was 60.0, is 30.0)
root.PRSD105_Pr_7_Gnevny.A_Hull.burnNodes[3][3] changed in second object (was 60.0, is 30.0)
root.PRSD105_Pr_7_Gnevny.B_Hull.burnNodes[0][3] changed in second object (was 60.0, is 30.0)
root.PRSD105_Pr_7_Gnevny.B_Hull.burnNodes[1][3] changed in second object (was 60.0, is 30.0)
root.PRSD105_Pr_7_Gnevny.B_Hull.burnNodes[2][3] changed in second object (was 60.0, is 30.0)
root.PRSD105_Pr_7_Gnevny.B_Hull.burnNodes[3][3] changed in second object (was 60.0, is 30.0)
root.PBSC102_Weymouth.B_Hull.burnNodes[0][3] changed in second object (was 60.0, is 30.0)
root.PBSC102_Weymouth.B_Hull.burnNodes[1][3] changed in second object (was 60.0, is 30.0)
root.PBSC102_Weymouth.B_Hull.burnNodes[2][3] changed in second object (was 60.0, is 30.0)
root.PBSC102_Weymouth.B_Hull.burnNodes[3][3] changed in second object (was 60.0, is 30.0)
root.PBSC102_Weymouth.A_Hull.burnNodes[0][3] changed in second object (was 60.0, is 30.0)
root.PBSC102_Weymouth.A_Hull.burnNodes[1][3] changed in second object (was 60.0, is 30.0)
root.PBSC102_Weymouth.A_Hull.burnNodes[2][3] changed in second object (was 60.0, is 30.0)
root.PBSC102_Weymouth.A_Hull.burnNodes[3][3] changed in second object (was 60.0, is 30.0)
root.PJSC503_Katori.A_Hull.burnNodes[0][3] changed in second object (was 60.0, is 30.0)
root.PJSC503_Katori.A_Hull.burnNodes[1][3] changed in second object (was 60.0, is 30.0)
root.PJSC503_Katori.A_Hull.burnNodes[2][3] changed in second object (was 60.0, is 30.0)
root.PJSC503_Katori.A_Hull.burnNodes[3][3] changed in second object (was 60.0, is 30.0)
root.PASD006_Mahan_1936.A_Hull.burnNodes[0][3] changed in second object (was 60.0, is 30.0)
root.PASD006_Mahan_1936.A_Hull.burnNodes[1][3] changed in second object (was 60.0, is 30.0)
root.PASD006_Mahan_1936.A_Hull.burnNodes[2][3] changed in second object (was 60.0, is 30.0)
root.PASD006_Mahan_1936.A_Hull.burnNodes[3][3] changed in second object (was 60.0, is 30.0)
root.PASD006_Mahan_1936.B_Hull.burnNodes[0][3] changed in second object (was 60.0, is 30.0)
root.PASD006_Mahan_1936.B_Hull.burnNodes[1][3] changed in second object (was 60.0, is 30.0)
root.PASD006_Mahan_1936.B_Hull.burnNodes[2][3] changed in second object (was 60.0, is 30.0)
root.PASD006_Mahan_1936.B_Hull.burnNodes[3][3] changed in second object (was 60.0, is 30.0)
root.PASD006_Mahan_1936.C_Hull.burnNodes[0][3] changed in second object (was 60.0, is 30.0)
root.PASD006_Mahan_1936.C_Hull.burnNodes[1][3] changed in second object (was 60.0, is 30.0)
root.PASD006_Mahan_1936.C_Hull.burnNodes[2][3] changed in second object (was 60.0, is 30.0)
root.PASD006_Mahan_1936.C_Hull.burnNodes[3][3] changed in second object (was 60.0, is 30.0)
root.PZSD107_Gadjah_Mada.B_Hull.burnNodes[0][3] changed in second object (was 60.0, is 30.0)
root.PZSD107_Gadjah_Mada.B_Hull.burnNodes[1][3] changed in second object (was 60.0, is 30.0)
root.PZSD107_Gadjah_Mada.B_Hull.burnNodes[2][3] changed in second object (was 60.0, is 30.0)
root.PZSD107_Gadjah_Mada.B_Hull.burnNodes[3][3] changed in second object (was 60.0, is 30.0)
root.PZSD107_Gadjah_Mada.A_Hull.burnNodes[0][3] changed in second object (was 60.0, is 30.0)
root.PZSD107_Gadjah_Mada.A_Hull.burnNodes[1][3] changed in second object (was 60.0, is 30.0)
root.PZSD107_Gadjah_Mada.A_Hull.burnNodes[2][3] changed in second object (was 60.0, is 30.0)
root.PZSD107_Gadjah_Mada.A_Hull.burnNodes[3][3] changed in second object (was 60.0, is 30.0)
root.PCY003_AirDefenseDisp.US_DD.auraCoeff changed in second object (was 3.0, is 4.0)
root.PCY003_AirDefenseDisp.Huang_he removed in first object
root.PCY003_AirDefenseDisp.SU_DD removed in first object
root.PASD014_Leader_1919.A1_Artillery.HP_AGM_4.horizSector[0] changed in second object (was -150.0, is -160.0)
root.PASD014_Leader_1919.A1_Artillery.HP_AGM_4.horizSector[1] changed in second object (was 150.0, is 160.0)
root.PASD014_Leader_1919.A1_Artillery.HP_AGM_4.pitchDeadZones[0] removed in first object
root.PASD014_Leader_1919.A1_Artillery.HP_AGM_5.horizSector[0] changed in second object (was -127.0, is -140.0)
root.PASD014_Leader_1919.A1_Artillery.HP_AGM_5.horizSector[1] changed in second object (was 127.0, is 140.0)
root.PASD014_Leader_1919.A1_Artillery.HP_AGM_5.pitchDeadZones[0] removed in first object
root.PASD014_Leader_1919.AB1_Torpedoes.HP_AGT_1.deadZone[0][0] changed in second object (was -34.0, is -30.0)
root.PASD014_Leader_1919.AB1_Torpedoes.HP_AGT_2.deadZone[0][1] changed in second object (was 34.0, is 30.0)
root.PASD014_Leader_1919.AB1_Torpedoes.HP_AGT_3.horizSector[1] changed in second object (was 135.0, is 150.0)
root.PASD014_Leader_1919.AB1_Torpedoes.HP_AGT_4.horizSector[0] changed in second object (was -135.0, is -150.0)
root.PASD014_Leader_1919.B2_Artillery.HP_AGM_3.horizSector[0] changed in second object (was -150.0, is -162.0)
root.PASD014_Leader_1919.B2_Artillery.HP_AGM_3.horizSector[1] changed in second object (was 150.0, is 162.0)
root.PASD014_Leader_1919.B_Hull_1938.burnNodes[0][3] changed in second object (was 60.0, is 30.0)
root.PASD014_Leader_1919.B_Hull_1938.burnNodes[1][3] changed in second object (was 60.0, is 30.0)
root.PASD014_Leader_1919.B_Hull_1938.burnNodes[2][3] changed in second object (was 60.0, is 30.0)
root.PASD014_Leader_1919.B_Hull_1938.burnNodes[3][3] changed in second object (was 60.0, is 30.0)
root.PASD014_Leader_1919.A_Hull_1919.burnNodes[0][3] changed in second object (was 60.0, is 30.0)
root.PASD014_Leader_1919.A_Hull_1919.burnNodes[1][3] changed in second object (was 60.0, is 30.0)
root.PASD014_Leader_1919.A_Hull_1919.burnNodes[2][3] changed in second object (was 60.0, is 30.0)
root.PASD014_Leader_1919.A_Hull_1919.burnNodes[3][3] changed in second object (was 60.0, is 30.0)
root.PASD014_Leader_1919.ShipAbilities.AbilitySlot2.abils[0][0] changed in second object (was PCY007_SpeedBooster, is PCY003_AirDefenseDisp)
root.PASD014_Leader_1919.ShipAbilities.AbilitySlot2.abils[0][1] changed in second object (was Default, is US_DD)
root.PASD014_Leader_1919.ShipAbilities.AbilitySlot2.abils[1][0] changed in second object (was PCY015_SpeedBoosterPremium, is PCY011_AirDefenseDispPremium)
root.PASD014_Leader_1919.ShipAbilities.AbilitySlot2.abils[1][1] changed in second object (was Default, is US_DD_Gold)
root.PASD014_Leader_1919.ShipAbilities.AbilitySlot2.abils[2][0] changed in second object (was PCY003_AirDefenseDisp, is PCY007_SpeedBooster)
root.PASD014_Leader_1919.ShipAbilities.AbilitySlot2.abils[2][1] changed in second object (was US_DD, is Default)
root.PASD014_Leader_1919.ShipAbilities.AbilitySlot2.abils[3][0] changed in second object (was PCY011_AirDefenseDispPremium, is PCY015_SpeedBoosterPremium)
root.PASD014_Leader_1919.ShipAbilities.AbilitySlot2.abils[3][1] changed in second object (was US_DD_Gold, is Default)
root.PASD021_Fletcher_1943.A_Hull.burnNodes[0][3] changed in second object (was 60.0, is 30.0)
root.PASD021_Fletcher_1943.A_Hull.burnNodes[1][3] changed in second object (was 60.0, is 30.0)
root.PASD021_Fletcher_1943.A_Hull.burnNodes[2][3] changed in second object (was 60.0, is 30.0)
root.PASD021_Fletcher_1943.A_Hull.burnNodes[3][3] changed in second object (was 60.0, is 30.0)
root.PASD021_Fletcher_1943.B_Hull.burnNodes[0][3] changed in second object (was 60.0, is 30.0)
root.PASD021_Fletcher_1943.B_Hull.burnNodes[1][3] changed in second object (was 60.0, is 30.0)
root.PASD021_Fletcher_1943.B_Hull.burnNodes[2][3] changed in second object (was 60.0, is 30.0)
root.PASD021_Fletcher_1943.B_Hull.burnNodes[3][3] changed in second object (was 60.0, is 30.0)
root.PRSC108_Pr_68_Chapaev.A_Hull.burnNodes[0][3] changed in second object (was 60.0, is 30.0)
root.PRSC108_Pr_68_Chapaev.A_Hull.burnNodes[1][3] changed in second object (was 60.0, is 30.0)
root.PRSC108_Pr_68_Chapaev.A_Hull.burnNodes[2][3] changed in second object (was 60.0, is 30.0)
root.PRSC108_Pr_68_Chapaev.A_Hull.burnNodes[3][3] changed in second object (was 60.0, is 30.0)
root.PRSC108_Pr_68_Chapaev.B_Hull.burnNodes[0][3] changed in second object (was 60.0, is 30.0)
root.PRSC108_Pr_68_Chapaev.B_Hull.burnNodes[1][3] changed in second object (was 60.0, is 30.0)
root.PRSC108_Pr_68_Chapaev.B_Hull.burnNodes[2][3] changed in second object (was 60.0, is 30.0)
root.PRSC108_Pr_68_Chapaev.B_Hull.burnNodes[3][3] changed in second object (was 60.0, is 30.0)
root.PASD013_Gearing_1945.HullDefault.burnNodes[0][3] changed in second object (was 60.0, is 30.0)
root.PASD013_Gearing_1945.HullDefault.burnNodes[1][3] changed in second object (was 60.0, is 30.0)
root.PASD013_Gearing_1945.HullDefault.burnNodes[2][3] changed in second object (was 60.0, is 30.0)
root.PASD013_Gearing_1945.HullDefault.burnNodes[3][3] changed in second object (was 60.0, is 30.0)
root.PRSD106_Pr_30_Ognevoy.A_Hull.burnNodes[0][3] changed in second object (was 60.0, is 30.0)
root.PRSD106_Pr_30_Ognevoy.A_Hull.burnNodes[1][3] changed in second object (was 60.0, is 30.0)
root.PRSD106_Pr_30_Ognevoy.A_Hull.burnNodes[2][3] changed in second object (was 60.0, is 30.0)
root.PRSD106_Pr_30_Ognevoy.A_Hull.burnNodes[3][3] changed in second object (was 60.0, is 30.0)
root.PRSD106_Pr_30_Ognevoy.B_Hull.burnNodes[0][3] changed in second object (was 60.0, is 30.0)
root.PRSD106_Pr_30_Ognevoy.B_Hull.burnNodes[1][3] changed in second object (was 60.0, is 30.0)
root.PRSD106_Pr_30_Ognevoy.B_Hull.burnNodes[2][3] changed in second object (was 60.0, is 30.0)
root.PRSD106_Pr_30_Ognevoy.B_Hull.burnNodes[3][3] changed in second object (was 60.0, is 30.0)
root.PCY006_SmokeGenerator.UK_Lvl_6.workTime changed in second object (was 7.0, is 15.0)
root.PCY006_SmokeGenerator.UK_Lvl_7.workTime changed in second object (was 7.0, is 15.0)
root.PCY006_SmokeGenerator.UK_Lvl_4.workTime changed in second object (was 7.0, is 15.0)
root.PCY006_SmokeGenerator.UK_Lvl_5.workTime changed in second object (was 7.0, is 15.0)
root.PCY006_SmokeGenerator.UK_Lvl_2.workTime changed in second object (was 7.0, is 15.0)
root.PCY006_SmokeGenerator.UK_Lvl_3.workTime changed in second object (was 7.0, is 15.0)
root.PCY006_SmokeGenerator.UK_Lvl_8.workTime changed in second object (was 7.0, is 15.0)
root.PCY006_SmokeGenerator.UK_Lvl_9.workTime changed in second object (was 7.0, is 15.0)
root.PCY006_SmokeGenerator.UK_Lvl_10.workTime changed in second object (was 7.0, is 15.0)
root.PASD019_Clemson_1920.A_Hull_1920.burnNodes[0][3] changed in second object (was 60.0, is 30.0)
root.PASD019_Clemson_1920.A_Hull_1920.burnNodes[1][3] changed in second object (was 60.0, is 30.0)
root.PASD019_Clemson_1920.A_Hull_1920.burnNodes[2][3] changed in second object (was 60.0, is 30.0)
root.PASD019_Clemson_1920.A_Hull_1920.burnNodes[3][3] changed in second object (was 60.0, is 30.0)
root.PASD019_Clemson_1920.B_Hull_1930.burnNodes[0][3] changed in second object (was 60.0, is 30.0)
root.PASD019_Clemson_1920.B_Hull_1930.burnNodes[1][3] changed in second object (was 60.0, is 30.0)
root.PASD019_Clemson_1920.B_Hull_1930.burnNodes[2][3] changed in second object (was 60.0, is 30.0)
root.PASD019_Clemson_1920.B_Hull_1930.burnNodes[3][3] changed in second object (was 60.0, is 30.0)
root.PGSC508_Prinz_Eugen.A_Hull.burnNodes[0][3] changed in second object (was 60.0, is 30.0)
root.PGSC508_Prinz_Eugen.A_Hull.burnNodes[1][3] changed in second object (was 60.0, is 30.0)
root.PGSC508_Prinz_Eugen.A_Hull.burnNodes[2][3] changed in second object (was 60.0, is 30.0)
root.PGSC508_Prinz_Eugen.A_Hull.burnNodes[3][3] changed in second object (was 60.0, is 30.0)
root.PJSC018_Tone.HullDefault.burnNodes[0][3] changed in second object (was 60.0, is 30.0)
root.PJSC018_Tone.HullDefault.burnNodes[1][3] changed in second object (was 60.0, is 30.0)
root.PJSC018_Tone.HullDefault.burnNodes[2][3] changed in second object (was 60.0, is 30.0)
root.PJSC018_Tone.HullDefault.burnNodes[3][3] changed in second object (was 60.0, is 30.0)
root.PISC506_DucadAosta.A_Hull.burnNodes[0][3] changed in second object (was 60.0, is 30.0)
root.PISC506_DucadAosta.A_Hull.burnNodes[1][3] changed in second object (was 60.0, is 30.0)
root.PISC506_DucadAosta.A_Hull.burnNodes[2][3] changed in second object (was 60.0, is 30.0)
root.PISC506_DucadAosta.A_Hull.burnNodes[3][3] changed in second object (was 60.0, is 30.0)
root.PRSC110_Pr_66_Moskva.A_Hull.burnNodes[0][3] changed in second object (was 60.0, is 30.0)
root.PRSC110_Pr_66_Moskva.A_Hull.burnNodes[1][3] changed in second object (was 60.0, is 30.0)
root.PRSC110_Pr_66_Moskva.A_Hull.burnNodes[2][3] changed in second object (was 60.0, is 30.0)
root.PRSC110_Pr_66_Moskva.A_Hull.burnNodes[3][3] changed in second object (was 60.0, is 30.0)
root.PZSD108_Hsien_Yang.A_Hull.burnNodes[0][3] changed in second object (was 60.0, is 30.0)
root.PZSD108_Hsien_Yang.A_Hull.burnNodes[1][3] changed in second object (was 60.0, is 30.0)
root.PZSD108_Hsien_Yang.A_Hull.burnNodes[2][3] changed in second object (was 60.0, is 30.0)
root.PZSD108_Hsien_Yang.A_Hull.burnNodes[3][3] changed in second object (was 60.0, is 30.0)
root.PZSD108_Hsien_Yang.B_Hull.burnNodes[0][3] changed in second object (was 60.0, is 30.0)
root.PZSD108_Hsien_Yang.B_Hull.burnNodes[1][3] changed in second object (was 60.0, is 30.0)
root.PZSD108_Hsien_Yang.B_Hull.burnNodes[2][3] changed in second object (was 60.0, is 30.0)
root.PZSD108_Hsien_Yang.B_Hull.burnNodes[3][3] changed in second object (was 60.0, is 30.0)
root.PGSC002_Drezden_1908.A_Hull_1908.burnNodes[0][3] changed in second object (was 60.0, is 30.0)
root.PGSC002_Drezden_1908.A_Hull_1908.burnNodes[1][3] changed in second object (was 60.0, is 30.0)
root.PGSC002_Drezden_1908.A_Hull_1908.burnNodes[2][3] changed in second object (was 60.0, is 30.0)
root.PGSC002_Drezden_1908.A_Hull_1908.burnNodes[3][3] changed in second object (was 60.0, is 30.0)
root.PGSC002_Drezden_1908.B_Hull_1916.burnNodes[0][3] changed in second object (was 60.0, is 30.0)
root.PGSC002_Drezden_1908.B_Hull_1916.burnNodes[1][3] changed in second object (was 60.0, is 30.0)
root.PGSC002_Drezden_1908.B_Hull_1916.burnNodes[2][3] changed in second object (was 60.0, is 30.0)
root.PGSC002_Drezden_1908.B_Hull_1916.burnNodes[3][3] changed in second object (was 60.0, is 30.0)
root.PGSD506_T_61.A_Hull.burnNodes[0][3] changed in second object (was 60.0, is 30.0)
root.PGSD506_T_61.A_Hull.burnNodes[1][3] changed in second object (was 60.0, is 30.0)
root.PGSD506_T_61.A_Hull.burnNodes[2][3] changed in second object (was 60.0, is 30.0)
root.PGSD506_T_61.A_Hull.burnNodes[3][3] changed in second object (was 60.0, is 30.0)
root.PJSD002_Umikaze_1925.A_Hull_1911.burnNodes[0][3] changed in second object (was 60.0, is 30.0)
root.PJSD002_Umikaze_1925.A_Hull_1911.burnNodes[1][3] changed in second object (was 60.0, is 30.0)
root.PJSD002_Umikaze_1925.A_Hull_1911.burnNodes[2][3] changed in second object (was 60.0, is 30.0)
root.PJSD002_Umikaze_1925.A_Hull_1911.burnNodes[3][3] changed in second object (was 60.0, is 30.0)
root.PJSD002_Umikaze_1925.B_Hull_1918.burnNodes[0][3] changed in second object (was 60.0, is 30.0)
root.PJSD002_Umikaze_1925.B_Hull_1918.burnNodes[1][3] changed in second object (was 60.0, is 30.0)
root.PJSD002_Umikaze_1925.B_Hull_1918.burnNodes[2][3] changed in second object (was 60.0, is 30.0)
root.PJSD002_Umikaze_1925.B_Hull_1918.burnNodes[3][3] changed in second object (was 60.0, is 30.0)
root.PASD002_Sampson_1917.A_Hull_1917.burnNodes[0][3] changed in second object (was 60.0, is 30.0)
root.PASD002_Sampson_1917.A_Hull_1917.burnNodes[1][3] changed in second object (was 60.0, is 30.0)
root.PASD002_Sampson_1917.A_Hull_1917.burnNodes[2][3] changed in second object (was 60.0, is 30.0)
root.PASD002_Sampson_1917.A_Hull_1917.burnNodes[3][3] changed in second object (was 60.0, is 30.0)
root.PASD002_Sampson_1917.B_Hull_1931.burnNodes[0][3] changed in second object (was 60.0, is 30.0)
root.PASD002_Sampson_1917.B_Hull_1931.burnNodes[1][3] changed in second object (was 60.0, is 30.0)
root.PASD002_Sampson_1917.B_Hull_1931.burnNodes[2][3] changed in second object (was 60.0, is 30.0)
root.PASD002_Sampson_1917.B_Hull_1931.burnNodes[3][3] changed in second object (was 60.0, is 30.0)
root.PFSC106_La_Galissonniere.B_Hull.burnNodes[0][3] changed in second object (was 60.0, is 30.0)
root.PFSC106_La_Galissonniere.B_Hull.burnNodes[1][3] changed in second object (was 60.0, is 30.0)
root.PFSC106_La_Galissonniere.B_Hull.burnNodes[2][3] changed in second object (was 60.0, is 30.0)
root.PFSC106_La_Galissonniere.B_Hull.burnNodes[3][3] changed in second object (was 60.0, is 30.0)
root.PFSC106_La_Galissonniere.A_Hull.burnNodes[0][3] changed in second object (was 60.0, is 30.0)
root.PFSC106_La_Galissonniere.A_Hull.burnNodes[1][3] changed in second object (was 60.0, is 30.0)
root.PFSC106_La_Galissonniere.A_Hull.burnNodes[2][3] changed in second object (was 60.0, is 30.0)
root.PFSC106_La_Galissonniere.A_Hull.burnNodes[3][3] changed in second object (was 60.0, is 30.0)
root.PRSD210_Grozovoy_pr_40N.A_Hull.burnNodes[0][3] changed in second object (was 60.0, is 30.0)
root.PRSD210_Grozovoy_pr_40N.A_Hull.burnNodes[1][3] changed in second object (was 60.0, is 30.0)
root.PRSD210_Grozovoy_pr_40N.A_Hull.burnNodes[2][3] changed in second object (was 60.0, is 30.0)
root.PRSD210_Grozovoy_pr_40N.A_Hull.burnNodes[3][3] changed in second object (was 60.0, is 30.0)
root.PRSD210_Grozovoy_pr_40N.ShipAbilities.AbilitySlot2.abils[2][1] changed in second object (was US_DD, is SU_DD)
root.PRSD210_Grozovoy_pr_40N.ShipAbilities.AbilitySlot2.abils[3][1] changed in second object (was US_DD_Gold, is SU_DD_Gold)
root.PFSC109_Saint_Louis.A_Hull.burnNodes[0][3] changed in second object (was 60.0, is 30.0)
root.PFSC109_Saint_Louis.A_Hull.burnNodes[1][3] changed in second object (was 60.0, is 30.0)
root.PFSC109_Saint_Louis.A_Hull.burnNodes[2][3] changed in second object (was 60.0, is 30.0)
root.PFSC109_Saint_Louis.A_Hull.burnNodes[3][3] changed in second object (was 60.0, is 30.0)
root.PFSC109_Saint_Louis.B_Hull.burnNodes[0][3] changed in second object (was 60.0, is 30.0)
root.PFSC109_Saint_Louis.B_Hull.burnNodes[1][3] changed in second object (was 60.0, is 30.0)
root.PFSC109_Saint_Louis.B_Hull.burnNodes[2][3] changed in second object (was 60.0, is 30.0)
root.PFSC109_Saint_Louis.B_Hull.burnNodes[3][3] changed in second object (was 60.0, is 30.0)
root.PRSD109_Pr_48_Kiev.A_Hull.burnNodes[0][3] changed in second object (was 60.0, is 30.0)
root.PRSD109_Pr_48_Kiev.A_Hull.burnNodes[1][3] changed in second object (was 60.0, is 30.0)
root.PRSD109_Pr_48_Kiev.A_Hull.burnNodes[2][3] changed in second object (was 60.0, is 30.0)
root.PRSD109_Pr_48_Kiev.A_Hull.burnNodes[3][3] changed in second object (was 60.0, is 30.0)
root.PRSD109_Pr_48_Kiev.B_Hull.burnNodes[0][3] changed in second object (was 60.0, is 30.0)
root.PRSD109_Pr_48_Kiev.B_Hull.burnNodes[1][3] changed in second object (was 60.0, is 30.0)
root.PRSD109_Pr_48_Kiev.B_Hull.burnNodes[2][3] changed in second object (was 60.0, is 30.0)
root.PRSD109_Pr_48_Kiev.B_Hull.burnNodes[3][3] changed in second object (was 60.0, is 30.0)
root.PJSC009_Mogami_1935.B_Hull_1943.burnNodes[0][3] changed in second object (was 60.0, is 30.0)
root.PJSC009_Mogami_1935.B_Hull_1943.burnNodes[1][3] changed in second object (was 60.0, is 30.0)
root.PJSC009_Mogami_1935.B_Hull_1943.burnNodes[2][3] changed in second object (was 60.0, is 30.0)
root.PJSC009_Mogami_1935.B_Hull_1943.burnNodes[3][3] changed in second object (was 60.0, is 30.0)
root.PJSC009_Mogami_1935.C_Hull_1944.burnNodes[0][3] changed in second object (was 60.0, is 30.0)
root.PJSC009_Mogami_1935.C_Hull_1944.burnNodes[1][3] changed in second object (was 60.0, is 30.0)
root.PJSC009_Mogami_1935.C_Hull_1944.burnNodes[2][3] changed in second object (was 60.0, is 30.0)
root.PJSC009_Mogami_1935.C_Hull_1944.burnNodes[3][3] changed in second object (was 60.0, is 30.0)
root.PJSC009_Mogami_1935.A_Hull_1935.burnNodes[0][3] changed in second object (was 60.0, is 30.0)
root.PJSC009_Mogami_1935.A_Hull_1935.burnNodes[1][3] changed in second object (was 60.0, is 30.0)
root.PJSC009_Mogami_1935.A_Hull_1935.burnNodes[2][3] changed in second object (was 60.0, is 30.0)
root.PJSC009_Mogami_1935.A_Hull_1935.burnNodes[3][3] changed in second object (was 60.0, is 30.0)
root.PRSC002_Diana_1905.HullDefault.burnNodes[0][3] changed in second object (was 60.0, is 30.0)
root.PRSC002_Diana_1905.HullDefault.burnNodes[1][3] changed in second object (was 60.0, is 30.0)
root.PRSC002_Diana_1905.HullDefault.burnNodes[2][3] changed in second object (was 60.0, is 30.0)
root.PRSC002_Diana_1905.HullDefault.burnNodes[3][3] changed in second object (was 60.0, is 30.0)
root.PJSC008_Myoko_1945.A_Hull.burnNodes[0][3] changed in second object (was 60.0, is 30.0)
root.PJSC008_Myoko_1945.A_Hull.burnNodes[1][3] changed in second object (was 60.0, is 30.0)
root.PJSC008_Myoko_1945.A_Hull.burnNodes[2][3] changed in second object (was 60.0, is 30.0)
root.PJSC008_Myoko_1945.A_Hull.burnNodes[3][3] changed in second object (was 60.0, is 30.0)
root.PJSC008_Myoko_1945.B_Hull.burnNodes[0][3] changed in second object (was 60.0, is 30.0)
root.PJSC008_Myoko_1945.B_Hull.burnNodes[1][3] changed in second object (was 60.0, is 30.0)
root.PJSC008_Myoko_1945.B_Hull.burnNodes[2][3] changed in second object (was 60.0, is 30.0)
root.PJSC008_Myoko_1945.B_Hull.burnNodes[3][3] changed in second object (was 60.0, is 30.0)
root.PJSC008_Myoko_1945.C_Hull.burnNodes[0][3] changed in second object (was 60.0, is 30.0)
root.PJSC008_Myoko_1945.C_Hull.burnNodes[1][3] changed in second object (was 60.0, is 30.0)
root.PJSC008_Myoko_1945.C_Hull.burnNodes[2][3] changed in second object (was 60.0, is 30.0)
root.PJSC008_Myoko_1945.C_Hull.burnNodes[3][3] changed in second object (was 60.0, is 30.0)
root.PRSD104_Izyaslav.B_Hull.burnNodes[0][3] changed in second object (was 60.0, is 30.0)
root.PRSD104_Izyaslav.B_Hull.burnNodes[1][3] changed in second object (was 60.0, is 30.0)
root.PRSD104_Izyaslav.B_Hull.burnNodes[2][3] changed in second object (was 60.0, is 30.0)
root.PRSD104_Izyaslav.B_Hull.burnNodes[3][3] changed in second object (was 60.0, is 30.0)
root.PRSD104_Izyaslav.A_Hull.burnNodes[0][3] changed in second object (was 60.0, is 30.0)
root.PRSD104_Izyaslav.A_Hull.burnNodes[1][3] changed in second object (was 60.0, is 30.0)
root.PRSD104_Izyaslav.A_Hull.burnNodes[2][3] changed in second object (was 60.0, is 30.0)
root.PRSD104_Izyaslav.A_Hull.burnNodes[3][3] changed in second object (was 60.0, is 30.0)
root.PGSD110_Z_52.A_Hull.burnNodes[0][3] changed in second object (was 60.0, is 30.0)
root.PGSD110_Z_52.A_Hull.burnNodes[1][3] changed in second object (was 60.0, is 30.0)
root.PGSD110_Z_52.A_Hull.burnNodes[2][3] changed in second object (was 60.0, is 30.0)
root.PGSD110_Z_52.A_Hull.burnNodes[3][3] changed in second object (was 60.0, is 30.0)
root.PGSC108_Hipper.A_Hull.burnNodes[0][3] changed in second object (was 60.0, is 30.0)
root.PGSC108_Hipper.A_Hull.burnNodes[1][3] changed in second object (was 60.0, is 30.0)
root.PGSC108_Hipper.A_Hull.burnNodes[2][3] changed in second object (was 60.0, is 30.0)
root.PGSC108_Hipper.A_Hull.burnNodes[3][3] changed in second object (was 60.0, is 30.0)
root.PGSC108_Hipper.B_Hull.burnNodes[0][3] changed in second object (was 60.0, is 30.0)
root.PGSC108_Hipper.B_Hull.burnNodes[1][3] changed in second object (was 60.0, is 30.0)
root.PGSC108_Hipper.B_Hull.burnNodes[2][3] changed in second object (was 60.0, is 30.0)
root.PGSC108_Hipper.B_Hull.burnNodes[3][3] changed in second object (was 60.0, is 30.0)
root.PGSC108_Hipper.C_Hull.burnNodes[0][3] changed in second object (was 60.0, is 30.0)
root.PGSC108_Hipper.C_Hull.burnNodes[1][3] changed in second object (was 60.0, is 30.0)
root.PGSC108_Hipper.C_Hull.burnNodes[2][3] changed in second object (was 60.0, is 30.0)
root.PGSC108_Hipper.C_Hull.burnNodes[3][3] changed in second object (was 60.0, is 30.0)
root.PASC002_Chester_1908.B2_152_50.taperDist changed in second object (was 4000.0, is 6000.0)
root.PASC002_Chester_1908.A_Hull_1908.burnNodes[0][3] changed in second object (was 60.0, is 30.0)
root.PASC002_Chester_1908.A_Hull_1908.burnNodes[1][3] changed in second object (was 60.0, is 30.0)
root.PASC002_Chester_1908.A_Hull_1908.burnNodes[2][3] changed in second object (was 60.0, is 30.0)
root.PASC002_Chester_1908.A_Hull_1908.burnNodes[3][3] changed in second object (was 60.0, is 30.0)
root.PASC002_Chester_1908.EngineDefault.HitLocationEngine.armorCoeff changed in second object (was 0.6, is 0.4)
root.PASC002_Chester_1908.B1_127_50.taperDist changed in second object (was 4000.0, is 6000.0)
root.PASC002_Chester_1908.B_Hull_1917.burnNodes[0][3] changed in second object (was 60.0, is 30.0)
root.PASC002_Chester_1908.B_Hull_1917.burnNodes[1][3] changed in second object (was 60.0, is 30.0)
root.PASC002_Chester_1908.B_Hull_1917.burnNodes[2][3] changed in second object (was 60.0, is 30.0)
root.PASC002_Chester_1908.B_Hull_1917.burnNodes[3][3] changed in second object (was 60.0, is 30.0)
root.PASC002_Chester_1908.A1_127_50.taperDist changed in second object (was 4000.0, is 6000.0)
root.PJSD012_Shimakaze_1943.B_Hull.burnNodes[0][3] changed in second object (was 60.0, is 30.0)
root.PJSD012_Shimakaze_1943.B_Hull.burnNodes[1][3] changed in second object (was 60.0, is 30.0)
root.PJSD012_Shimakaze_1943.B_Hull.burnNodes[2][3] changed in second object (was 60.0, is 30.0)
