>> loading GameParams.old.txt (first object)
>> loading GameParams.txt (second object)
>> comparing pickles
root.PBPA009_152MM_AP_100LBS.bulletDetonator changed in second object (was 0.025, is 0.005)
root.PJSD024_Wakatake_1923.B_Hull_1925.maxRepairCost changed in second object (was 3500, is 0)
root.PBSB002_Warspite_1941.HullDefault.fuelFee changed in second object (was 3000, is 21850)
root.PBSB002_Warspite_1941.HullDefault.maxRepairCost changed in second object (was 36000, is 0)
root.PJSA011_Hiryu_1942.B_Hull_1942.fuelFee changed in second object (was 22000, is 42000)
root.PJSA011_Hiryu_1942.B_Hull_1942.armor.65622 changed in second object (was 19.0, is 16.0)
root.PJSA011_Hiryu_1942.B_Hull_1942.armor.131159 changed in second object (was 19.0, is 16.0)
root.PJSA011_Hiryu_1942.B_Hull_1942.armor.196695 changed in second object (was 21.0, is 18.0)
root.PJSA011_Hiryu_1942.B_Hull_1942.maxRepairCost changed in second object (was 34000, is 0)
root.PJSA011_Hiryu_1942.C_Hull_1945.fuelFee changed in second object (was 22000, is 42000)
root.PJSA011_Hiryu_1942.C_Hull_1945.armor.65622 changed in second object (was 19.0, is 16.0)
root.PJSA011_Hiryu_1942.C_Hull_1945.armor.131159 changed in second object (was 19.0, is 16.0)
root.PJSA011_Hiryu_1942.C_Hull_1945.armor.196695 changed in second object (was 19.0, is 18.0)
root.PJSA011_Hiryu_1942.C_Hull_1945.maxRepairCost changed in second object (was 34000, is 0)
root.PJAB003_Aichi_B7A.costCR changed in second object (was 1200, is 600)
root.PAAB013_A2D_Skyshark.costCR changed in second object (was 1700, is 800)
root.PAAB005_Martin_T4M.costCR changed in second object (was 220, is 200)
root.PJAB010_Nakajima_C6N5_1b.costCR changed in second object (was 1700, is 800)
root.PGSB107_Gneisenau.A_Hull.fuelFee changed in second object (was 8500, is 42000)
root.PGSB107_Gneisenau.A_Hull.maxRepairCost changed in second object (was 55000, is 0)
root.PGSB107_Gneisenau.B_Hull.fuelFee changed in second object (was 8500, is 42000)
root.PGSB107_Gneisenau.B_Hull.maxRepairCost changed in second object (was 55000, is 0)
root.PGSB103_Nassau.A_Hull.fuelFee changed in second object (was 0, is 3000)
root.PGSB103_Nassau.A_Hull.maxRepairCost changed in second object (was 4500, is 0)
root.PGSB103_Nassau.B_Hull.fuelFee changed in second object (was 0, is 3000)
root.PGSB103_Nassau.B_Hull.maxRepairCost changed in second object (was 4500, is 0)
root.PBSC108_Edinburgh.A_Hull.armor.65622 changed in second object (was 22.0, is 19.0)
root.PBSC108_Edinburgh.A_Hull.armor.65584 changed in second object (was 22.0, is 16.0)
root.PBSC108_Edinburgh.A_Hull.armor.65585 changed in second object (was 22.0, is 16.0)
root.PBSC108_Edinburgh.A_Hull.armor.65603 changed in second object (was 22.0, is 16.0)
root.PBSC108_Edinburgh.A_Hull.armor.65623 changed in second object (was 22.0, is 19.0)
root.PBSC108_Edinburgh.A_Hull.armor.65625 changed in second object (was 12.0, is 13.0)
root.PBSC108_Edinburgh.A_Hull.armor.65626 changed in second object (was 12.0, is 13.0)
root.PBSC108_Edinburgh.A_Hull.armor.65629 changed in second object (was 22.0, is 16.0)
root.PBSC108_Edinburgh.A_Hull.armor.65630 changed in second object (was 22.0, is 16.0)
root.PBSC108_Edinburgh.A_Hull.fuelFee changed in second object (was 15000, is 75000)
root.PBSC108_Edinburgh.A_Hull.maxRepairCost changed in second object (was 85000, is 0)
root.PBSC108_Edinburgh.ShipModernization.ModernizationSlot4.mods[1] changed in second object (was PCM024_Engine_Mod_II, is PCM025_SteeringGear_Mod_II)
root.PBSC108_Edinburgh.ShipModernization.ModernizationSlot4.mods[2] removed in second object
root.PBSC108_Edinburgh.AB2_Torpedoes.HP_BGT_2.timeBetweenShots changed in second object (was 1.0, is 0.2)
root.PBSC108_Edinburgh.AB2_Torpedoes.HP_BGT_1.timeBetweenShots changed in second object (was 1.0, is 0.2)
root.PBSC108_Edinburgh.AB1_Torpedoes.HP_BGT_2.timeBetweenShots changed in second object (was 1.0, is 0.2)
root.PBSC108_Edinburgh.AB1_Torpedoes.HP_BGT_1.timeBetweenShots changed in second object (was 1.0, is 0.2)
root.PBSC108_Edinburgh.B_Hull.armor.65622 changed in second object (was 22.0, is 19.0)
root.PBSC108_Edinburgh.B_Hull.armor.65584 changed in second object (was 22.0, is 16.0)
root.PBSC108_Edinburgh.B_Hull.armor.65585 changed in second object (was 22.0, is 16.0)
root.PBSC108_Edinburgh.B_Hull.armor.65603 changed in second object (was 22.0, is 16.0)
root.PBSC108_Edinburgh.B_Hull.armor.65623 changed in second object (was 22.0, is 19.0)
root.PBSC108_Edinburgh.B_Hull.armor.65625 changed in second object (was 12.0, is 13.0)
root.PBSC108_Edinburgh.B_Hull.armor.65626 changed in second object (was 12.0, is 13.0)
root.PBSC108_Edinburgh.B_Hull.armor.65629 changed in second object (was 22.0, is 16.0)
root.PBSC108_Edinburgh.B_Hull.armor.65630 changed in second object (was 22.0, is 16.0)
root.PBSC108_Edinburgh.B_Hull.fuelFee changed in second object (was 15000, is 75000)
root.PBSC108_Edinburgh.B_Hull.maxRepairCost changed in second object (was 85000, is 0)
root.PBSC108_Edinburgh.ShipAbilities.AbilitySlot2.abils[4][0] changed in second object (was PCY007_SpeedBooster, is PCY006_SmokeGenerator)
root.PBSC108_Edinburgh.ShipAbilities.AbilitySlot2.abils[4][1] changed in second object (was UK_CL, is UK_Lvl_8)
root.PBSC108_Edinburgh.ShipAbilities.AbilitySlot2.abils[5][0] changed in second object (was PCY015_SpeedBoosterPremium, is PCY014_SmokeGeneratorPremium)
root.PBSC108_Edinburgh.ShipAbilities.AbilitySlot2.abils[5][1] changed in second object (was UK_CL_PREM, is UK_Lvl_8_Gold)
root.PBSC108_Edinburgh.AB_Engine.forwardEngineForsagMaxSpeed changed in second object (was 2.5, is 30.225)
root.PBSC108_Edinburgh.AB_Engine.backwardEngineForsagMaxSpeed changed in second object (was 2.5, is 5.0)
root.PBSC108_Edinburgh.AB_Engine.forwardEngineForsag changed in second object (was 2.5, is 1.75)
root.PGSB507_Scharnhorst.A_Hull.fuelFee changed in second object (was 7000, is 35700)
root.PGSB507_Scharnhorst.A_Hull.maxRepairCost changed in second object (was 47000, is 0)
root.PGSB507_Scharnhorst.groupCustom.EU removed in first object
root.PJSD107_Akatsuki.A_Hull.armor.65592 changed in second object (was 15.0, is 16.0)
root.PJSD107_Akatsuki.A_Hull.armor.65584 changed in second object (was 12.0, is 16.0)
root.PJSD107_Akatsuki.A_Hull.armor.131128 changed in second object (was 12.0, is 16.0)
root.PJSD107_Akatsuki.A_Hull.armor.65629 changed in second object (was 12.0, is 16.0)
root.PJSD107_Akatsuki.A_Hull.fuelFee changed in second object (was 8000, is 42000)
root.PJSD107_Akatsuki.A_Hull.maxRepairCost changed in second object (was 45000, is 0)
root.PJSD107_Akatsuki.Cameras.Torp3.InnerTrajectory.posCenter[1] changed in second object (was 1.219, is 0.51)
root.PJSD107_Akatsuki.B_Hull.fuelFee changed in second object (was 8000, is 42000)
root.PJSD107_Akatsuki.B_Hull.armor.65592 changed in second object (was 15.0, is 16.0)
root.PJSD107_Akatsuki.B_Hull.armor.65584 changed in second object (was 12.0, is 16.0)
root.PJSD107_Akatsuki.B_Hull.armor.131128 changed in second object (was 12.0, is 16.0)
root.PJSD107_Akatsuki.B_Hull.armor.65629 changed in second object (was 12.0, is 16.0)
root.PJSD107_Akatsuki.B_Hull.maxRepairCost changed in second object (was 45000, is 0)
root.PJSC026_Iwaki_1944.A_Hull.fuelFee changed in second object (was 0, is 5000)
root.PJSC026_Iwaki_1944.A_Hull.maxRepairCost changed in second object (was 6500, is 0)
root.PAAF902_XP54_HALLOWEEN.costCR changed in second object (was 320, is 300)
root.PBPA013_152MM_AP_4CRH_SC.bulletDetonator changed in second object (was 0.025, is 0.005)
root.PBPA013_152MM_AP_4CRH_SC.alphaDamage changed in second object (was 1500.0, is 2700.0)
root.PCY002_RegenCrew.UK_CL.regenerationHPSpeed changed in second object (was 0.08, is 0.02)
root.PCY002_RegenCrew.UK_CL.workTime changed in second object (was 5.0, is 20.0)
root.PBPA022_152MM_AP_MK5_ALT_F.bulletDetonator changed in second object (was 0.025, is 0.005)
root.PBPA022_152MM_AP_MK5_ALT_F.alphaDamage changed in second object (was 1600.0, is 3200.0)
root.PJSB706_Kirishima.B_Hull_1941.fuelFee changed in second object (was 1500, is 11500)
root.PJSB706_Kirishima.B_Hull_1941.maxRepairCost changed in second object (was 16000, is 0)
root.PJSB706_Kirishima.C_Hull_1942.fuelFee changed in second object (was 1500, is 11500)
root.PJSB706_Kirishima.C_Hull_1942.maxRepairCost changed in second object (was 16000, is 0)
root.PJAF014_Mitsubishi_1MF.costCR changed in second object (was 100, is 150)
root.PJPT011_Type_F3.costCR changed in second object (was 650, is 350)
root.PAAD901_X5FU_HALLOWEEN.costCR changed in second object (was 1200, is 600)
root.PASB006_New_York_1934.C_Hull_1942.fuelFee changed in second object (was 1500, is 11500)
root.PASB006_New_York_1934.C_Hull_1942.maxRepairCost changed in second object (was 16000, is 0)
root.PASB006_New_York_1934.B_Hull_1934.fuelFee changed in second object (was 1500, is 11500)
root.PASB006_New_York_1934.B_Hull_1934.maxRepairCost changed in second object (was 16000, is 0)
root.PASA004_Langley_1929.B_Hull_1944.fuelFee changed in second object (was 500, is 5000)
root.PASA004_Langley_1929.B_Hull_1944.armor.131159 changed in second object (was 16.0, is 13.0)
root.PASA004_Langley_1929.B_Hull_1944.maxRepairCost changed in second object (was 5500, is 0)
root.PASA004_Langley_1929.A_Hull_1929.fuelFee changed in second object (was 500, is 5000)
root.PASA004_Langley_1929.A_Hull_1929.armor.131159 changed in second object (was 16.0, is 13.0)
root.PASA004_Langley_1929.A_Hull_1929.maxRepairCost changed in second object (was 5500, is 0)
root.PJSC727_Blue_Dragon.A_Hull.fuelFee changed in second object (was 8000, is 42000)
root.PJSC727_Blue_Dragon.A_Hull.maxRepairCost changed in second object (was 50000, is 0)
root.PJSC727_Blue_Dragon.B_Hull.fuelFee changed in second object (was 8000, is 42000)
root.PJSC727_Blue_Dragon.B_Hull.maxRepairCost changed in second object (was 50000, is 0)
root.PJSC727_Blue_Dragon.C_Hull.fuelFee changed in second object (was 8000, is 42000)
root.PJSC727_Blue_Dragon.C_Hull.maxRepairCost changed in second object (was 50000, is 0)
root.PGSC508_Prinz_Eugen.A_Hull.fuelFee changed in second object (was 10500, is 52500)
root.PGSC508_Prinz_Eugen.A_Hull.maxRepairCost changed in second object (was 59500, is 0)
root.PBGT046_21in_Torpedo_Tubes_Twin_L.timeBetweenShots changed in second object (was 1.0, is 0.2)
root.PJSC007_Aoba_1943.A_Hull_1942.fuelFee changed in second object (was 2900, is 23000)
root.PJSC007_Aoba_1943.A_Hull_1942.armor.65584 changed in second object (was 19.0, is 16.0)
root.PJSC007_Aoba_1943.A_Hull_1942.armor.65585 changed in second object (was 19.0, is 16.0)
root.PJSC007_Aoba_1943.A_Hull_1942.armor.65603 changed in second object (was 19.0, is 16.0)
root.PJSC007_Aoba_1943.A_Hull_1942.armor.65629 changed in second object (was 19.0, is 16.0)
root.PJSC007_Aoba_1943.A_Hull_1942.armor.65630 changed in second object (was 19.0, is 16.0)
root.PJSC007_Aoba_1943.A_Hull_1942.maxRepairCost changed in second object (was 27000, is 0)
root.PJSC007_Aoba_1943.B_Hull_1943.fuelFee changed in second object (was 2900, is 23000)
root.PJSC007_Aoba_1943.B_Hull_1943.armor.65584 changed in second object (was 19.0, is 16.0)
root.PJSC007_Aoba_1943.B_Hull_1943.armor.65585 changed in second object (was 19.0, is 16.0)
root.PJSC007_Aoba_1943.B_Hull_1943.armor.65603 changed in second object (was 19.0, is 16.0)
root.PJSC007_Aoba_1943.B_Hull_1943.armor.65629 changed in second object (was 19.0, is 16.0)
root.PJSC007_Aoba_1943.B_Hull_1943.armor.65630 changed in second object (was 19.0, is 16.0)
root.PJSC007_Aoba_1943.B_Hull_1943.maxRepairCost changed in second object (was 27000, is 0)
root.PASC907_Des_Moines_1948_Halloween.HullDefault.fuelFee changed in second object (was 35000, is 180000)
root.PASC907_Des_Moines_1948_Halloween.HullDefault.maxRepairCost changed in second object (was 220000, is 0)
root.PJSB021_Izumo_1938.B_Hull_1942.fuelFee changed in second object (was 25000, is 120000)
root.PJSB021_Izumo_1938.B_Hull_1942.armor.65630 changed in second object (was 28.0, is 32.0)
root.PJSB021_Izumo_1938.B_Hull_1942.armor.65585 changed in second object (was 28.0, is 32.0)
root.PJSB021_Izumo_1938.B_Hull_1942.armor.65584 changed in second object (was 28.0, is 32.0)
root.PJSB021_Izumo_1938.B_Hull_1942.armor.65629 changed in second object (was 28.0, is 32.0)
root.PJSB021_Izumo_1938.B_Hull_1942.maxRepairCost changed in second object (was 140000, is 0)
root.PJSB021_Izumo_1938.A_Hull_1938.fuelFee changed in second object (was 25000, is 120000)
root.PJSB021_Izumo_1938.A_Hull_1938.armor.65630 changed in second object (was 28.0, is 32.0)
root.PJSB021_Izumo_1938.A_Hull_1938.armor.65585 changed in second object (was 28.0, is 32.0)
root.PJSB021_Izumo_1938.A_Hull_1938.armor.65584 changed in second object (was 28.0, is 32.0)
root.PJSB021_Izumo_1938.A_Hull_1938.armor.65629 changed in second object (was 28.0, is 32.0)
root.PJSB021_Izumo_1938.A_Hull_1938.maxRepairCost changed in second object (was 140000, is 0)
root.PJSB021_Izumo_1938.C_Hull_1945.fuelFee changed in second object (was 25000, is 120000)
root.PJSB021_Izumo_1938.C_Hull_1945.armor.65630 changed in second object (was 28.0, is 32.0)
root.PJSB021_Izumo_1938.C_Hull_1945.armor.65585 changed in second object (was 28.0, is 32.0)
root.PJSB021_Izumo_1938.C_Hull_1945.armor.65584 changed in second object (was 28.0, is 32.0)
root.PJSB021_Izumo_1938.C_Hull_1945.armor.65629 changed in second object (was 28.0, is 32.0)
root.PJSB021_Izumo_1938.C_Hull_1945.maxRepairCost changed in second object (was 140000, is 0)
root.PCEC008_Camo_Eco_Tile.canBuy changed in second object (was True, is False)
root.PCEC008_Camo_Eco_Tile.hidden changed in second object (was False, is True)
root.PJAF010_Nakajima_J8N1.costCR changed in second object (was 1700, is 800)
root.PAPT008_Mk_17.costCR changed in second object (was 1200, is 500)
root.PAPA019_Shell_152mm_AP_AP_Mk_35.costCR changed in second object (was 10, is 15)
root.PASC003_Albany_1898.HullDefault.fuelFee changed in second object (was 0, is 2000)
root.PASC003_Albany_1898.HullDefault.maxRepairCost changed in second object (was 3000, is 0)
root.PASC003_Albany_1898.groupCustom.RU removed in first object
root.PCY014_SmokeGeneratorPremium.UK_Lvl_4_Gold.workTime changed in second object (was 22.0, is 3.0)
root.PCY014_SmokeGeneratorPremium.UK_Lvl_4_Gold.radius changed in second object (was 15.0, is 20.0)
root.PCY014_SmokeGeneratorPremium.UK_Lvl_8_Gold.workTime changed in second object (was 24.0, is 3.0)
root.PCY014_SmokeGeneratorPremium.UK_Lvl_8_Gold.radius changed in second object (was 15.0, is 20.0)
root.PCY014_SmokeGeneratorPremium.UK_Lvl_7_Gold.workTime changed in second object (was 23.0, is 3.0)
root.PCY014_SmokeGeneratorPremium.UK_Lvl_7_Gold.radius changed in second object (was 15.0, is 20.0)
root.PCY014_SmokeGeneratorPremium.UK_Lvl_10_Gold.workTime changed in second object (was 25.0, is 3.0)
root.PCY014_SmokeGeneratorPremium.UK_Lvl_10_Gold.radius changed in second object (was 15.0, is 20.0)
root.PCY014_SmokeGeneratorPremium.UK_Lvl_2_Gold.workTime changed in second object (was 21.0, is 3.0)
root.PCY014_SmokeGeneratorPremium.UK_Lvl_2_Gold.radius changed in second object (was 15.0, is 20.0)
root.PCY014_SmokeGeneratorPremium.UK_Lvl_9_Gold.workTime changed in second object (was 24.0, is 3.0)
root.PCY014_SmokeGeneratorPremium.UK_Lvl_9_Gold.radius changed in second object (was 15.0, is 20.0)
root.PCY014_SmokeGeneratorPremium.UK_Lvl_6_Gold.workTime changed in second object (was 23.0, is 3.0)
root.PCY014_SmokeGeneratorPremium.UK_Lvl_6_Gold.radius changed in second object (was 15.0, is 20.0)
root.PCY014_SmokeGeneratorPremium.UK_Lvl_3_Gold.workTime changed in second object (was 21.0, is 3.0)
root.PCY014_SmokeGeneratorPremium.UK_Lvl_3_Gold.radius changed in second object (was 15.0, is 20.0)
root.PCY014_SmokeGeneratorPremium.UK_Lvl_5_Gold.workTime changed in second object (was 22.0, is 3.0)
root.PCY014_SmokeGeneratorPremium.UK_Lvl_5_Gold.radius changed in second object (was 15.0, is 20.0)
root.PJAF007_Mitsubishi_A7M2.costCR changed in second object (was 800, is 600)
root.PGSB104_Kaiser.A_Hull.fuelFee changed in second object (was 0, is 5000)
root.PGSB104_Kaiser.A_Hull.maxRepairCost changed in second object (was 7000, is 0)
root.PGSB104_Kaiser.B_Hull.fuelFee changed in second object (was 0, is 5000)
root.PGSB104_Kaiser.B_Hull.maxRepairCost changed in second object (was 7000, is 0)
root.PJSC004_Yubari_1944.A_Hull_1944.fuelFee changed in second object (was 0, is 5000)
root.PJSC004_Yubari_1944.A_Hull_1944.maxRepairCost changed in second object (was 6500, is 0)
root.PASA905_Essex_1945_Halloween.B_Hull_1945.fuelFee changed in second object (was 70000, is 120000)
root.PASA905_Essex_1945_Halloween.B_Hull_1945.maxRepairCost changed in second object (was 165000, is 0)
root.PJSB006_Fuso_1943.B_Hull_1941.maxRepairCost changed in second object (was 38000, is 0)
root.PJSB006_Fuso_1943.B_Hull_1941.fuelFee changed in second object (was 3200, is 23000)
root.PJSB006_Fuso_1943.A_Hull_1919.fuelFee changed in second object (was 3200, is 23000)
root.PJSB006_Fuso_1943.A_Hull_1919.maxRepairCost changed in second object (was 38000, is 0)
root.PJSB006_Fuso_1943.C_Hull_1943.maxRepairCost changed in second object (was 38000, is 0)
root.PJSB006_Fuso_1943.C_Hull_1943.fuelFee changed in second object (was 3200, is 23000)
root.PJSD208_Kagero.ShipModernization.ModernizationSlot5.mods[2] removed in first object
root.PJSD208_Kagero.A_Hull_1943.fuelFee changed in second object (was 13000, is 75000)
root.PJSD208_Kagero.A_Hull_1943.armor.131128 changed in second object (was 12.0, is 19.0)
root.PJSD208_Kagero.A_Hull_1943.armor.65584 changed in second object (was 12.0, is 19.0)
root.PJSD208_Kagero.A_Hull_1943.armor.65592 changed in second object (was 15.0, is 19.0)
root.PJSD208_Kagero.A_Hull_1943.armor.65625 changed in second object (was 12.0, is 13.0)
root.PJSD208_Kagero.A_Hull_1943.armor.65626 changed in second object (was 12.0, is 13.0)
root.PJSD208_Kagero.A_Hull_1943.armor.65629 changed in second object (was 12.0, is 19.0)
root.PJSD208_Kagero.A_Hull_1943.maxRepairCost changed in second object (was 78000, is 0)
root.PJSD208_Kagero.B_Hull_1941.fuelFee changed in second object (was 13000, is 75000)
root.PJSD208_Kagero.B_Hull_1941.armor.131128 changed in second object (was 12.0, is 19.0)
root.PJSD208_Kagero.B_Hull_1941.armor.65584 changed in second object (was 12.0, is 19.0)
root.PJSD208_Kagero.B_Hull_1941.armor.65592 changed in second object (was 15.0, is 19.0)
root.PJSD208_Kagero.B_Hull_1941.armor.65625 changed in second object (was 12.0, is 13.0)
root.PJSD208_Kagero.B_Hull_1941.armor.65626 changed in second object (was 12.0, is 13.0)
root.PJSD208_Kagero.B_Hull_1941.armor.65629 changed in second object (was 12.0, is 19.0)
root.PJSD208_Kagero.B_Hull_1941.maxRepairCost changed in second object (was 78000, is 0)
root.PRSC103_Bogatyr.A_Hull.fuelFee changed in second object (was 0, is 3000)
root.PRSC103_Bogatyr.A_Hull.maxRepairCost changed in second object (was 4000, is 0)
root.PRSC103_Bogatyr.B_Hull.fuelFee changed in second object (was 0, is 3000)
root.PRSC103_Bogatyr.B_Hull.maxRepairCost changed in second object (was 4000, is 0)
root.PBSC103_Caledon.A_Hull.fuelFee changed in second object (was 0, is 3000)
root.PBSC103_Caledon.A_Hull.maxRepairCost changed in second object (was 4000, is 0)
root.PBSC103_Caledon.AB1_Torpedoes.HP_BGT_3.timeBetweenShots changed in second object (was 1.0, is 0.2)
root.PBSC103_Caledon.AB1_Torpedoes.HP_BGT_2.timeBetweenShots changed in second object (was 1.0, is 0.2)
root.PBSC103_Caledon.AB1_Torpedoes.HP_BGT_1.timeBetweenShots changed in second object (was 1.0, is 0.2)
root.PBSC103_Caledon.AB1_Torpedoes.HP_BGT_4.timeBetweenShots changed in second object (was 1.0, is 0.2)
root.PBSC103_Caledon.B_Hull.fuelFee changed in second object (was 0, is 3000)
root.PBSC103_Caledon.B_Hull.maxRepairCost changed in second object (was 4000, is 0)
root.PBSC103_Caledon.AB_Engine.forwardEngineForsagMaxSpeed changed in second object (was 2.5, is 26.97)
root.PBSC103_Caledon.AB_Engine.backwardEngineForsagMaxSpeed changed in second object (was 2.5, is 5.0)
root.PBSC103_Caledon.AB_Engine.forwardEngineForsag changed in second object (was 2.5, is 1.75)
root.PASA012_Lexington_1944.B_Hull_1944.fuelFee changed in second object (was 37000, is 75000)
root.PASA012_Lexington_1944.B_Hull_1944.armor.65625 changed in second object (was 12.0, is 13.0)
root.PASA012_Lexington_1944.B_Hull_1944.armor.65626 changed in second object (was 12.0, is 13.0)
root.PASA012_Lexington_1944.B_Hull_1944.maxRepairCost changed in second object (was 70000, is 0)
root.PASA012_Lexington_1944.A_Hull_1942.fuelFee changed in second object (was 37000, is 75000)
root.PASA012_Lexington_1944.A_Hull_1942.armor.65625 changed in second object (was 12.0, is 13.0)
root.PASA012_Lexington_1944.A_Hull_1942.armor.65626 changed in second object (was 12.0, is 13.0)
root.PASA012_Lexington_1944.A_Hull_1942.maxRepairCost changed in second object (was 70000, is 0)
root.PGSB108_Bismarck.A_Hull.fuelFee changed in second object (was 20000, is 75000)
root.PGSB108_Bismarck.A_Hull.armor.65584 changed in second object (was 28.0, is 32.0)
root.PGSB108_Bismarck.A_Hull.armor.65585 changed in second object (was 28.0, is 32.0)
root.PGSB108_Bismarck.A_Hull.armor.65629 changed in second object (was 28.0, is 32.0)
root.PGSB108_Bismarck.A_Hull.armor.65630 changed in second object (was 28.0, is 32.0)
root.PGSB108_Bismarck.A_Hull.maxRepairCost changed in second object (was 92000, is 0)
root.PGSB108_Bismarck.B_Hull.fuelFee changed in second object (was 20000, is 75000)
root.PGSB108_Bismarck.B_Hull.armor.65584 changed in second object (was 28.0, is 32.0)
root.PGSB108_Bismarck.B_Hull.armor.65585 changed in second object (was 28.0, is 32.0)
root.PGSB108_Bismarck.B_Hull.armor.65629 changed in second object (was 28.0, is 32.0)
root.PGSB108_Bismarck.B_Hull.armor.65630 changed in second object (was 28.0, is 32.0)
root.PGSB108_Bismarck.B_Hull.maxRepairCost changed in second object (was 92000, is 0)
root.PASA006_Independence_1945.A_Hull_1944.fuelFee changed in second object (was 12000, is 23000)
root.PASA006_Independence_1945.A_Hull_1944.armor.65623 changed in second object (was 19.0, is 13.0)
root.PASA006_Independence_1945.A_Hull_1944.armor.65622 changed in second object (was 19.0, is 13.0)
root.PASA006_Independence_1945.A_Hull_1944.maxRepairCost changed in second object (was 26000, is 0)
root.PASA006_Independence_1945.B_Hull_1945.fuelFee changed in second object (was 12000, is 23000)
root.PASA006_Independence_1945.B_Hull_1945.armor.65623 changed in second object (was 19.0, is 13.0)
root.PASA006_Independence_1945.B_Hull_1945.armor.65622 changed in second object (was 19.0, is 13.0)
root.PASA006_Independence_1945.B_Hull_1945.maxRepairCost changed in second object (was 26000, is 0)
root.PJSA017_Hakuryu_1942.HullDefault.fuelFee changed in second object (was 95000, is 180000)
root.PJSA017_Hakuryu_1942.HullDefault.armor.65625 changed in second object (was 12.0, is 13.0)
root.PJSA017_Hakuryu_1942.HullDefault.armor.65626 changed in second object (was 12.0, is 13.0)
root.PJSA017_Hakuryu_1942.HullDefault.maxRepairCost changed in second object (was 180000, is 0)
root.PJAF011_Mitsubishi_A6M5.costCR changed in second object (was 550, is 350)
root.PJSD504_Minekaze.A_Hull_1920.fuelFee changed in second object (was 1300, is 11500)
root.PJSD504_Minekaze.A_Hull_1920.maxRepairCost changed in second object (was 13000, is 0)
root.PJSD504_Minekaze.B_Hull_1938.fuelFee changed in second object (was 1300, is 11500)
root.PJSD504_Minekaze.B_Hull_1938.maxRepairCost changed in second object (was 13000, is 0)
root.PJSD108_Akizuki.A_Hull.maxRepairCost changed in second object (was 78000, is 0)
root.PJSD108_Akizuki.A_Hull.fuelFee changed in second object (was 13000, is 75000)
root.PJSD108_Akizuki.A_Hull.armor.65584 changed in second object (was 12.0, is 19.0)
root.PJSD108_Akizuki.A_Hull.armor.131128 changed in second object (was 13.0, is 19.0)
root.PJSD108_Akizuki.A_Hull.armor.65625 changed in second object (was 12.0, is 13.0)
root.PJSD108_Akizuki.A_Hull.armor.65626 changed in second object (was 12.0, is 13.0)
root.PJSD108_Akizuki.A_Hull.armor.65629 changed in second object (was 12.0, is 19.0)
root.PJSD108_Akizuki.ShipModernization.ModernizationSlot5.mods[2] removed in first object
root.PJSD108_Akizuki.B_Hull.fuelFee changed in second object (was 13000, is 75000)
root.PJSD108_Akizuki.B_Hull.armor.65584 changed in second object (was 12.0, is 19.0)
root.PJSD108_Akizuki.B_Hull.armor.131128 changed in second object (was 13.0, is 19.0)
root.PJSD108_Akizuki.B_Hull.armor.65625 changed in second object (was 12.0, is 13.0)
root.PJSD108_Akizuki.B_Hull.armor.65626 changed in second object (was 12.0, is 13.0)
root.PJSD108_Akizuki.B_Hull.armor.65629 changed in second object (was 12.0, is 19.0)
root.PJSD108_Akizuki.B_Hull.maxRepairCost changed in second object (was 78000, is 0)
root.PJSC014_Kitakami_1945.HullDefault.fuelFee changed in second object (was 8000, is 52500)
root.PJSC014_Kitakami_1945.HullDefault.maxRepairCost changed in second object (was 40000, is 0)
root.PJAB007_R2Y1_Keiun.costCR changed in second object (was 1700, is 800)
root.PASA507_Saipan_1946.A_Hull.fuelFee changed in second object (was 20000, is 35700)
root.PASA507_Saipan_1946.A_Hull.armor.65623 changed in second object (was 19.0, is 13.0)
root.PASA507_Saipan_1946.A_Hull.armor.65624 changed in second object (was 19.0, is 13.0)
root.PASA507_Saipan_1946.A_Hull.armor.65620 changed in second object (was 19.0, is 13.0)
root.PASA507_Saipan_1946.A_Hull.armor.65622 changed in second object (was 19.0, is 13.0)
root.PASA507_Saipan_1946.A_Hull.armor.196695 changed in second object (was 19.0, is 13.0)
root.PASA507_Saipan_1946.A_Hull.maxRepairCost changed in second object (was 31000, is 0)
root.PAAB509_Douglas_AD1_S.costCR changed in second object (was 800, is 600)
root.PASD008_Benson_1945.ShipModernization.ModernizationSlot5.mods[2] removed in first object
root.PASD008_Benson_1945.B_Hull_1942.fuelFee changed in second object (was 13000, is 75000)
root.PASD008_Benson_1945.B_Hull_1942.armor.131128 changed in second object (was 16.0, is 19.0)
root.PASD008_Benson_1945.B_Hull_1942.armor.65584 changed in second object (was 12.0, is 19.0)
root.PASD008_Benson_1945.B_Hull_1942.armor.65625 changed in second object (was 12.0, is 13.0)
root.PASD008_Benson_1945.B_Hull_1942.armor.65626 changed in second object (was 12.0, is 13.0)
root.PASD008_Benson_1945.B_Hull_1942.armor.65629 changed in second object (was 12.0, is 19.0)
root.PASD008_Benson_1945.B_Hull_1942.maxRepairCost changed in second object (was 78000, is 0)
root.PASD008_Benson_1945.A_Hull_1938.fuelFee changed in second object (was 13000, is 75000)
root.PASD008_Benson_1945.A_Hull_1938.armor.131128 changed in second object (was 16.0, is 19.0)
root.PASD008_Benson_1945.A_Hull_1938.armor.65584 changed in second object (was 12.0, is 19.0)
root.PASD008_Benson_1945.A_Hull_1938.armor.65625 changed in second object (was 12.0, is 13.0)
root.PASD008_Benson_1945.A_Hull_1938.armor.65626 changed in second object (was 12.0, is 13.0)
