>> loading GameParams.old.txt (first object)
>> loading GameParams.txt (second object)
>> comparing pickles
root.PRGM113_149mm60_DrhTr_SK_C25.smokePenalty changed in second object (was 0.0001, is 0.6)
root.PCBC002.artillery.HP_GUN_1.smokePenalty changed in second object (was 0.0001, is 0.12)
root.PJGM148_127mm50_Type_B.smokePenalty changed in second object (was 0.0001, is 0.24)
root.PBGM001_6in50_MK_XXIII.smokePenalty changed in second object (was 0.0001, is 0.63)
root.PISC506_DucadAosta.A1_Artillery.HP_IGM_1.smokePenalty changed in second object (was 0.0001, is 0.42)
root.PISC506_DucadAosta.A1_Artillery.HP_IGM_3.smokePenalty changed in second object (was 0.0001, is 0.42)
root.PISC506_DucadAosta.A1_Artillery.HP_IGM_2.smokePenalty changed in second object (was 0.0001, is 0.42)
root.PISC506_DucadAosta.A1_Artillery.HP_IGM_4.smokePenalty changed in second object (was 0.0001, is 0.42)
root.PBSC105_Emerald.AB1_Artillery.HP_BGM_2.smokePenalty changed in second object (was 0.0001, is 0.21)
root.PBSC105_Emerald.AB1_Artillery.HP_BGM_3.smokePenalty changed in second object (was 0.0001, is 0.21)
root.PBSC105_Emerald.AB1_Artillery.HP_BGM_1.smokePenalty changed in second object (was 0.0001, is 0.21)
root.PBSC105_Emerald.AB1_Artillery.HP_BGM_6.smokePenalty changed in second object (was 0.0001, is 0.21)
root.PBSC105_Emerald.AB1_Artillery.HP_BGM_7.smokePenalty changed in second object (was 0.0001, is 0.21)
root.PBSC105_Emerald.AB1_Artillery.HP_BGM_4.smokePenalty changed in second object (was 0.0001, is 0.21)
root.PBSC105_Emerald.AB1_Artillery.HP_BGM_5.smokePenalty changed in second object (was 0.0001, is 0.21)
root.PBSB002_Warspite_1941.ArtilleryDefault.HP_BGM_2.smokePenalty changed in second object (was 0.0001, is 6.72)
root.PBSB002_Warspite_1941.ArtilleryDefault.HP_BGM_3.smokePenalty changed in second object (was 0.0001, is 6.72)
root.PBSB002_Warspite_1941.ArtilleryDefault.HP_BGM_1.smokePenalty changed in second object (was 0.0001, is 6.72)
root.PBSB002_Warspite_1941.ArtilleryDefault.HP_BGM_4.smokePenalty changed in second object (was 0.0001, is 6.72)
root.PBGM010_15in42_MK1_RF.smokePenalty changed in second object (was 0.0001, is 6.72)
root.PAGM120_6in53_Mk14.smokePenalty changed in second object (was 0.0001, is 0.21)
root.PZGM002_130mm_B13_2c.smokePenalty changed in second object (was 0.0001, is 0.13)
root.PRGM068_130mm_B13_2c.smokePenalty changed in second object (was 0.0001, is 0.13)
root.PBGM509_15in42_MK2_B.smokePenalty changed in second object (was 0.0001, is 6.72)
root.PFSC108_Charles_Martel.A1_Artillery.HP_FGM_3.smokePenalty changed in second object (was 0.0001, is 1.53)
root.PFSC108_Charles_Martel.A1_Artillery.HP_FGM_1.smokePenalty changed in second object (was 0.0001, is 1.53)
root.PFSC108_Charles_Martel.A1_Artillery.HP_FGM_2.smokePenalty changed in second object (was 0.0001, is 1.53)
root.PFSC108_Charles_Martel.B2_Artillery.HP_FGM_3.smokePenalty changed in second object (was 0.0001, is 1.53)
root.PFSC108_Charles_Martel.B2_Artillery.HP_FGM_1.smokePenalty changed in second object (was 0.0001, is 1.53)
root.PFSC108_Charles_Martel.B2_Artillery.HP_FGM_2.smokePenalty changed in second object (was 0.0001, is 1.53)
root.PFSC108_Charles_Martel.B1_Artillery.HP_FGM_3.smokePenalty changed in second object (was 0.0001, is 1.53)
root.PFSC108_Charles_Martel.B1_Artillery.HP_FGM_1.smokePenalty changed in second object (was 0.0001, is 1.53)
root.PFSC108_Charles_Martel.B1_Artillery.HP_FGM_2.smokePenalty changed in second object (was 0.0001, is 1.53)
root.PJSD005_Mutsuki_1926.B1_120_45.HP_JGM_1.smokePenalty changed in second object (was 0.0001, is 0.1)
root.PJSD005_Mutsuki_1926.B1_120_45.HP_JGM_2.smokePenalty changed in second object (was 0.0001, is 0.1)
root.PJSD005_Mutsuki_1926.B1_120_45.HP_JGM_3.smokePenalty changed in second object (was 0.0001, is 0.1)
root.PJSD005_Mutsuki_1926.B1_120_45.HP_JGM_4.smokePenalty changed in second object (was 0.0001, is 0.1)
root.PJSD005_Mutsuki_1926.C1_120_45.HP_JGM_1.smokePenalty changed in second object (was 0.0001, is 0.1)
root.PJSD005_Mutsuki_1926.C1_120_45.HP_JGM_2.smokePenalty changed in second object (was 0.0001, is 0.1)
root.PJSD005_Mutsuki_1926.A1_120_45.HP_JGM_1.smokePenalty changed in second object (was 0.0001, is 0.1)
root.PJSD005_Mutsuki_1926.A1_120_45.HP_JGM_2.smokePenalty changed in second object (was 0.0001, is 0.1)
root.PJSD005_Mutsuki_1926.A1_120_45.HP_JGM_3.smokePenalty changed in second object (was 0.0001, is 0.1)
root.PJSD005_Mutsuki_1926.A1_120_45.HP_JGM_4.smokePenalty changed in second object (was 0.0001, is 0.1)
root.PJSD005_Mutsuki_1926.C2_120_45.HP_JGM_1.smokePenalty changed in second object (was 0.0001, is 0.1)
root.PJSD005_Mutsuki_1926.C2_120_45.HP_JGM_2.smokePenalty changed in second object (was 0.0001, is 0.1)
root.PBPA057_406MM_HE_NELSON.costCR changed in second object (was 150, is 120)
root.PBGM069_12in45_MkX.smokePenalty changed in second object (was 0.0001, is 3.44)
root.PFGM020_164mm_Ernest_Renan.smokePenalty changed in second object (was 0.0001, is 0.27)
root.PGSC502_Emden_1908.A1_Artillery.HP_GGM_10.smokePenalty changed in second object (was 0.0001, is 0.07)
root.PGSC502_Emden_1908.A1_Artillery.HP_GGM_7.smokePenalty changed in second object (was 0.0001, is 0.07)
root.PGSC502_Emden_1908.A1_Artillery.HP_GGM_6.smokePenalty changed in second object (was 0.0001, is 0.07)
root.PGSC502_Emden_1908.A1_Artillery.HP_GGM_5.smokePenalty changed in second object (was 0.0001, is 0.07)
root.PGSC502_Emden_1908.A1_Artillery.HP_GGM_4.smokePenalty changed in second object (was 0.0001, is 0.07)
root.PGSC502_Emden_1908.A1_Artillery.HP_GGM_3.smokePenalty changed in second object (was 0.0001, is 0.07)
root.PGSC502_Emden_1908.A1_Artillery.HP_GGM_2.smokePenalty changed in second object (was 0.0001, is 0.07)
root.PGSC502_Emden_1908.A1_Artillery.HP_GGM_1.smokePenalty changed in second object (was 0.0001, is 0.07)
root.PGSC502_Emden_1908.A1_Artillery.HP_GGM_9.smokePenalty changed in second object (was 0.0001, is 0.07)
root.PGSC502_Emden_1908.A1_Artillery.HP_GGM_8.smokePenalty changed in second object (was 0.0001, is 0.07)
root.PRSC104_Svetlana.AB1_Artillery.HP_RGM_2.smokePenalty changed in second object (was 0.0001, is 0.13)
root.PRSC104_Svetlana.AB1_Artillery.HP_RGM_3.smokePenalty changed in second object (was 0.0001, is 0.13)
root.PRSC104_Svetlana.AB1_Artillery.HP_RGM_1.smokePenalty changed in second object (was 0.0001, is 0.13)
root.PRSC104_Svetlana.AB1_Artillery.HP_RGM_6.smokePenalty changed in second object (was 0.0001, is 0.13)
root.PRSC104_Svetlana.AB1_Artillery.HP_RGM_7.smokePenalty changed in second object (was 0.0001, is 0.13)
root.PRSC104_Svetlana.AB1_Artillery.HP_RGM_4.smokePenalty changed in second object (was 0.0001, is 0.13)
root.PRSC104_Svetlana.AB1_Artillery.HP_RGM_5.smokePenalty changed in second object (was 0.0001, is 0.13)
root.PRSC104_Svetlana.AB1_Artillery.HP_RGM_8.smokePenalty changed in second object (was 0.0001, is 0.13)
root.PRSC104_Svetlana.AB1_Artillery.HP_RGM_9.smokePenalty changed in second object (was 0.0001, is 0.13)
root.PRSC104_Svetlana.AB1_Artillery.HP_RGM_10.smokePenalty changed in second object (was 0.0001, is 0.13)
root.PRSC104_Svetlana.AB1_Artillery.HP_RGM_11.smokePenalty changed in second object (was 0.0001, is 0.13)
root.PRSC104_Svetlana.AB1_Artillery.HP_RGM_12.smokePenalty changed in second object (was 0.0001, is 0.13)
root.PRSC104_Svetlana.AB1_Artillery.HP_RGM_13.smokePenalty changed in second object (was 0.0001, is 0.13)
root.PRSC104_Svetlana.AB1_Artillery.HP_RGM_14.smokePenalty changed in second object (was 0.0001, is 0.13)
root.PRSC104_Svetlana.AB1_Artillery.HP_RGM_15.smokePenalty changed in second object (was 0.0001, is 0.13)
root.PRSC104_Svetlana.B2_Artillery.HP_RGM_2.smokePenalty changed in second object (was 0.0001, is 0.13)
root.PRSC104_Svetlana.B2_Artillery.HP_RGM_3.smokePenalty changed in second object (was 0.0001, is 0.13)
root.PRSC104_Svetlana.B2_Artillery.HP_RGM_1.smokePenalty changed in second object (was 0.0001, is 0.13)
root.PRSC104_Svetlana.B2_Artillery.HP_RGM_6.smokePenalty changed in second object (was 0.0001, is 0.13)
root.PRSC104_Svetlana.B2_Artillery.HP_RGM_7.smokePenalty changed in second object (was 0.0001, is 0.13)
root.PRSC104_Svetlana.B2_Artillery.HP_RGM_4.smokePenalty changed in second object (was 0.0001, is 0.13)
root.PRSC104_Svetlana.B2_Artillery.HP_RGM_5.smokePenalty changed in second object (was 0.0001, is 0.13)
root.PRSC104_Svetlana.B2_Artillery.HP_RGM_8.smokePenalty changed in second object (was 0.0001, is 0.13)
root.PRSC104_Svetlana.B2_Artillery.HP_RGM_9.smokePenalty changed in second object (was 0.0001, is 0.13)
root.PRSC104_Svetlana.B2_Artillery.HP_RGM_10.smokePenalty changed in second object (was 0.0001, is 0.13)
root.PRSC104_Svetlana.B2_Artillery.HP_RGM_11.smokePenalty changed in second object (was 0.0001, is 0.13)
root.PRSC104_Svetlana.B2_Artillery.HP_RGM_12.smokePenalty changed in second object (was 0.0001, is 0.13)
root.PRSC104_Svetlana.B2_Artillery.HP_RGM_13.smokePenalty changed in second object (was 0.0001, is 0.13)
root.PRSC104_Svetlana.B2_Artillery.HP_RGM_14.smokePenalty changed in second object (was 0.0001, is 0.13)
root.PRSC104_Svetlana.B2_Artillery.HP_RGM_15.smokePenalty changed in second object (was 0.0001, is 0.13)
root.PJGM154_127mm50_Type_C.smokePenalty changed in second object (was 0.0001, is 0.24)
root.PWSD501_Blyskawica.ArtilleryDefault.HP_WGM_4.smokePenalty changed in second object (was 0.0001, is 0.2)
root.PWSD501_Blyskawica.ArtilleryDefault.HP_WGM_3.smokePenalty changed in second object (was 0.0001, is 0.2)
root.PWSD501_Blyskawica.ArtilleryDefault.HP_WGM_2.smokePenalty changed in second object (was 0.0001, is 0.2)
root.PWSD501_Blyskawica.ArtilleryDefault.HP_WGM_1.smokePenalty changed in second object (was 0.0001, is 0.1)
root.PASD008_Benson_1945.AB1_Artillery.HP_AGM_1.smokePenalty changed in second object (was 0.0001, is 0.12)
root.PASD008_Benson_1945.AB1_Artillery.HP_AGM_3.smokePenalty changed in second object (was 0.0001, is 0.12)
root.PASD008_Benson_1945.AB1_Artillery.HP_AGM_2.smokePenalty changed in second object (was 0.0001, is 0.12)
root.PASD008_Benson_1945.AB1_Artillery.HP_AGM_4.smokePenalty changed in second object (was 0.0001, is 0.12)
root.PASD008_Benson_1945.AB1_Artillery.HP_AGM_5.smokePenalty changed in second object (was 0.0001, is 0.12)
root.PASD008_Benson_1945.C1_Artillery.HP_AGM_1.smokePenalty changed in second object (was 0.0001, is 0.12)
root.PASD008_Benson_1945.C1_Artillery.HP_AGM_3.smokePenalty changed in second object (was 0.0001, is 0.12)
root.PASD008_Benson_1945.C1_Artillery.HP_AGM_2.smokePenalty changed in second object (was 0.0001, is 0.12)
root.PASD008_Benson_1945.C1_Artillery.HP_AGM_4.smokePenalty changed in second object (was 0.0001, is 0.12)
root.PGSD102_V_25.AB1_Artillery.HP_GGM_3.smokePenalty changed in second object (was 0.0001, is 0.04)
root.PGSD102_V_25.AB1_Artillery.HP_GGM_2.smokePenalty changed in second object (was 0.0001, is 0.04)
root.PGSD102_V_25.AB1_Artillery.HP_GGM_1.smokePenalty changed in second object (was 0.0001, is 0.04)
root.PGSD102_V_25.AB2_Artillery.HP_GGM_3.smokePenalty changed in second object (was 0.0001, is 0.07)
root.PGSD102_V_25.AB2_Artillery.HP_GGM_2.smokePenalty changed in second object (was 0.0001, is 0.07)
root.PGSD102_V_25.AB2_Artillery.HP_GGM_1.smokePenalty changed in second object (was 0.0001, is 0.07)
root.PAGM114_8in50_Mk14_Mod1.smokePenalty changed in second object (was 0.0001, is 1.53)
root.PBSC107_Fiji.AB1_Artillery.HP_BGM_2.smokePenalty changed in second object (was 0.0001, is 0.63)
root.PBSC107_Fiji.AB1_Artillery.HP_BGM_3.smokePenalty changed in second object (was 0.0001, is 0.63)
root.PBSC107_Fiji.AB1_Artillery.HP_BGM_1.smokePenalty changed in second object (was 0.0001, is 0.63)
root.PBSC107_Fiji.AB1_Artillery.HP_BGM_4.smokePenalty changed in second object (was 0.0001, is 0.63)
root.PBSB109_Lion.AB1_Artillery.HP_BGM_2.smokePenalty changed in second object (was 0.0001, is 12.18)
root.PBSB109_Lion.AB1_Artillery.HP_BGM_3.smokePenalty changed in second object (was 0.0001, is 12.18)
root.PBSB109_Lion.AB1_Artillery.HP_BGM_1.smokePenalty changed in second object (was 0.0001, is 12.18)
root.PBSB109_Lion.AB2_Artillery.HP_BGM_2.smokePenalty changed in second object (was 0.0001, is 13.41)
root.PBSB109_Lion.AB2_Artillery.HP_BGM_3.smokePenalty changed in second object (was 0.0001, is 13.41)
root.PBSB109_Lion.AB2_Artillery.HP_BGM_1.smokePenalty changed in second object (was 0.0001, is 13.41)
root.PCGM071_070mm_BASIC_1_barrel.smokePenalty changed in second object (was 0.0001, is 1.0)
root.PBGM063_13_5IN_45_Mark_V.smokePenalty changed in second object (was 0.0001, is 4.9)
root.PBGM062_18in_45.smokePenalty changed in second object (was 0.0001, is 11.6)
root.PGGM071_127mm_SK_C34.smokePenalty changed in second object (was 0.0001, is 0.12)
root.PGGM020_149mm60_DrhTr_C25.smokePenalty changed in second object (was 0.0001, is 0.6)
root.PAGM074_14in_45_Mk8.smokePenalty changed in second object (was 0.0001, is 5.48)
root.PAGM043_14in50_3Gun_Turret.smokePenalty changed in second object (was 0.0001, is 8.22)
root.PJSB506_Mutsu.A1_410_45.HP_JGM_1.smokePenalty changed in second object (was 0.0001, is 8.38)
root.PJSB506_Mutsu.A1_410_45.HP_JGM_2.smokePenalty changed in second object (was 0.0001, is 8.38)
root.PJSB506_Mutsu.A1_410_45.HP_JGM_3.smokePenalty changed in second object (was 0.0001, is 8.38)
root.PJSB506_Mutsu.A1_410_45.HP_JGM_4.smokePenalty changed in second object (was 0.0001, is 8.38)
root.PJSD006_Hatsuharu_1945.B1_127_50.HP_JGM_1.smokePenalty changed in second object (was 0.0001, is 0.24)
root.PJSD006_Hatsuharu_1945.B1_127_50.HP_JGM_2.smokePenalty changed in second object (was 0.0001, is 0.24)
root.PJSD006_Hatsuharu_1945.A1_127_50.HP_JGM_1.smokePenalty changed in second object (was 0.0001, is 0.24)
root.PJSD006_Hatsuharu_1945.A1_127_50.HP_JGM_2.smokePenalty changed in second object (was 0.0001, is 0.12)
root.PJSD006_Hatsuharu_1945.A1_127_50.HP_JGM_3.smokePenalty changed in second object (was 0.0001, is 0.24)
root.PASC016_Worcester_1948.ArtilleryDefault.HP_AGM_1.smokePenalty changed in second object (was 0.0001, is 0.42)
root.PASC016_Worcester_1948.ArtilleryDefault.HP_AGM_3.smokePenalty changed in second object (was 0.0001, is 0.42)
root.PASC016_Worcester_1948.ArtilleryDefault.HP_AGM_2.smokePenalty changed in second object (was 0.0001, is 0.42)
root.PASC016_Worcester_1948.ArtilleryDefault.HP_AGM_4.smokePenalty changed in second object (was 0.0001, is 0.42)
root.PASC016_Worcester_1948.ArtilleryDefault.HP_AGM_6.smokePenalty changed in second object (was 0.0001, is 0.42)
root.PASC016_Worcester_1948.ArtilleryDefault.HP_AGM_5.smokePenalty changed in second object (was 0.0001, is 0.42)
root.PJGM127_410mm45_Type3_RF_old.smokePenalty changed in second object (was 0.0001, is 8.38)
root.PAGM091_6in53_Mk13_Single.smokePenalty changed in second object (was 0.0001, is 0.21)
root.PJSD001_Tachibana_1912.ArtilleryDefault.HP_JGM_1.smokePenalty changed in second object (was 0.0001, is 0.03)
root.PJSD001_Tachibana_1912.ArtilleryDefault.HP_JGM_2.smokePenalty changed in second object (was 0.0001, is 0.03)
root.PJSD001_Tachibana_1912.ArtilleryDefault.HP_JGM_3.smokePenalty changed in second object (was 0.0001, is 0.03)
root.PJSD001_Tachibana_1912.ArtilleryDefault.HP_JGM_4.smokePenalty changed in second object (was 0.0001, is 0.03)
root.PJSD001_Tachibana_1912.ArtilleryDefault.HP_JGM_5.smokePenalty changed in second object (was 0.0001, is 0.03)
root.PAGM148_6in53_Mk13_Single.smokePenalty changed in second object (was 0.0001, is 0.21)
root.PJSC034_Zao_1944.ArtilleryDefault.HP_JGM_1.smokePenalty changed in second object (was 0.0001, is 1.53)
root.PJSC034_Zao_1944.ArtilleryDefault.HP_JGM_2.smokePenalty changed in second object (was 0.0001, is 1.53)
root.PJSC034_Zao_1944.ArtilleryDefault.HP_JGM_3.smokePenalty changed in second object (was 0.0001, is 1.53)
root.PJSC034_Zao_1944.ArtilleryDefault.HP_JGM_4.smokePenalty changed in second object (was 0.0001, is 1.53)
root.PFSC102_Jurien.A1_Artillery.HP_FGM_6.smokePenalty changed in second object (was 0.0001, is 0.27)
root.PFSC102_Jurien.A1_Artillery.HP_FGM_7.smokePenalty changed in second object (was 0.0001, is 0.27)
root.PFSC102_Jurien.A1_Artillery.HP_FGM_4.smokePenalty changed in second object (was 0.0001, is 0.27)
root.PFSC102_Jurien.A1_Artillery.HP_FGM_5.smokePenalty changed in second object (was 0.0001, is 0.27)
root.PFSC102_Jurien.A1_Artillery.HP_FGM_2.smokePenalty changed in second object (was 0.0001, is 0.27)
root.PFSC102_Jurien.A1_Artillery.HP_FGM_3.smokePenalty changed in second object (was 0.0001, is 0.27)
root.PFSC102_Jurien.A1_Artillery.HP_FGM_1.smokePenalty changed in second object (was 0.0001, is 0.27)
root.PFSC102_Jurien.A1_Artillery.HP_FGM_8.smokePenalty changed in second object (was 0.0001, is 0.27)
root.PFSC102_Jurien.B1_Artillery.HP_FGM_6.smokePenalty changed in second object (was 0.0001, is 0.27)
root.PFSC102_Jurien.B1_Artillery.HP_FGM_7.smokePenalty changed in second object (was 0.0001, is 0.27)
root.PFSC102_Jurien.B1_Artillery.HP_FGM_4.smokePenalty changed in second object (was 0.0001, is 0.27)
root.PFSC102_Jurien.B1_Artillery.HP_FGM_5.smokePenalty changed in second object (was 0.0001, is 0.27)
root.PFSC102_Jurien.B1_Artillery.HP_FGM_2.smokePenalty changed in second object (was 0.0001, is 0.27)
root.PFSC102_Jurien.B1_Artillery.HP_FGM_3.smokePenalty changed in second object (was 0.0001, is 0.27)
root.PFSC102_Jurien.B1_Artillery.HP_FGM_1.smokePenalty changed in second object (was 0.0001, is 0.27)
root.PFSC102_Jurien.B1_Artillery.HP_FGM_8.smokePenalty changed in second object (was 0.0001, is 0.27)
root.PRSC999_Seal.ArtilleryDefault.HP_RGM_2.smokePenalty changed in second object (was 0.0001, is 0.26)
root.PRSC999_Seal.ArtilleryDefault.HP_RGM_1.smokePenalty changed in second object (was 0.0001, is 0.26)
root.PASC045_Marblehead_1924_Asus.ArtilleryDefault.HP_AGM_10.smokePenalty changed in second object (was 0.0001, is 0.24)
root.PASC045_Marblehead_1924_Asus.ArtilleryDefault.HP_AGM_9.smokePenalty changed in second object (was 0.0001, is 0.21)
root.PASC045_Marblehead_1924_Asus.ArtilleryDefault.HP_AGM_8.smokePenalty changed in second object (was 0.0001, is 0.21)
root.PASC045_Marblehead_1924_Asus.ArtilleryDefault.HP_AGM_1.smokePenalty changed in second object (was 0.0001, is 0.24)
root.PASC045_Marblehead_1924_Asus.ArtilleryDefault.HP_AGM_3.smokePenalty changed in second object (was 0.0001, is 0.21)
root.PASC045_Marblehead_1924_Asus.ArtilleryDefault.HP_AGM_2.smokePenalty changed in second object (was 0.0001, is 0.21)
root.PASC045_Marblehead_1924_Asus.ArtilleryDefault.HP_AGM_4.smokePenalty changed in second object (was 0.0001, is 0.21)
root.PASC045_Marblehead_1924_Asus.ArtilleryDefault.HP_AGM_7.smokePenalty changed in second object (was 0.0001, is 0.21)
root.PASC045_Marblehead_1924_Asus.ArtilleryDefault.HP_AGM_6.smokePenalty changed in second object (was 0.0001, is 0.21)
root.PASC045_Marblehead_1924_Asus.ArtilleryDefault.HP_AGM_5.smokePenalty changed in second object (was 0.0001, is 0.21)
root.PRSC106_Pr_94_Budeny.A1_Artillery.HP_RGM_2.smokePenalty changed in second object (was 0.0001, is 0.63)
root.PRSC106_Pr_94_Budeny.A1_Artillery.HP_RGM_3.smokePenalty changed in second object (was 0.0001, is 0.63)
root.PRSC106_Pr_94_Budeny.A1_Artillery.HP_RGM_1.smokePenalty changed in second object (was 0.0001, is 0.63)
root.PRSC106_Pr_94_Budeny.B1_Artillery.HP_RGM_2.smokePenalty changed in second object (was 0.0001, is 0.63)
root.PRSC106_Pr_94_Budeny.B1_Artillery.HP_RGM_3.smokePenalty changed in second object (was 0.0001, is 0.63)
root.PRSC106_Pr_94_Budeny.B1_Artillery.HP_RGM_1.smokePenalty changed in second object (was 0.0001, is 0.63)
root.PAGM117_6in53_Mk13_Single.smokePenalty changed in second object (was 0.0001, is 0.21)
root.PGSC108_Hipper.A1_Artillery.HP_GGM_3.smokePenalty changed in second object (was 0.0001, is 1.02)
root.PGSC108_Hipper.A1_Artillery.HP_GGM_4.smokePenalty changed in second object (was 0.0001, is 1.02)
root.PGSC108_Hipper.A1_Artillery.HP_GGM_2.smokePenalty changed in second object (was 0.0001, is 1.02)
root.PGSC108_Hipper.A1_Artillery.HP_GGM_1.smokePenalty changed in second object (was 0.0001, is 1.02)
root.PGSC108_Hipper.B1_Artillery.HP_GGM_3.smokePenalty changed in second object (was 0.0001, is 1.02)
root.PGSC108_Hipper.B1_Artillery.HP_GGM_4.smokePenalty changed in second object (was 0.0001, is 1.02)
root.PGSC108_Hipper.B1_Artillery.HP_GGM_2.smokePenalty changed in second object (was 0.0001, is 1.02)
root.PGSC108_Hipper.B1_Artillery.HP_GGM_1.smokePenalty changed in second object (was 0.0001, is 1.02)
root.PGSC108_Hipper.C1_Artillery.HP_GGM_3.smokePenalty changed in second object (was 0.0001, is 1.02)
root.PGSC108_Hipper.C1_Artillery.HP_GGM_4.smokePenalty changed in second object (was 0.0001, is 1.02)
root.PGSC108_Hipper.C1_Artillery.HP_GGM_2.smokePenalty changed in second object (was 0.0001, is 1.02)
root.PGSC108_Hipper.C1_Artillery.HP_GGM_1.smokePenalty changed in second object (was 0.0001, is 1.02)
root.PFGM039_152_55_Mle_1930_RF2.smokePenalty changed in second object (was 0.0001, is 0.63)
root.PBGM508_15in42_MK2.smokePenalty changed in second object (was 0.0001, is 6.72)
root.PBGM081_15in_45_MkII.smokePenalty changed in second object (was 0.0001, is 6.72)
root.PAGM130_4in50_Twin_Mount.smokePenalty changed in second object (was 0.0001, is 0.12)
root.PBGM077_16in_45_MkII_Cubic.smokePenalty changed in second object (was 0.0001, is 12.18)
root.PJGM030_155mm50_Type_91_RF.smokePenalty changed in second object (was 0.0001, is 0.69)
root.PCGM500_406_52_SKC34_Barbara.smokePenalty changed in second object (was 0.0001, is 1.0)
root.PRSD505_Okhotnik_1917.A1_Artillery.HP_RGM_2.smokePenalty changed in second object (was 0.0001, is 0.13)
root.PRSD505_Okhotnik_1917.A1_Artillery.HP_RGM_3.smokePenalty changed in second object (was 0.0001, is 0.13)
root.PRSD505_Okhotnik_1917.A1_Artillery.HP_RGM_1.smokePenalty changed in second object (was 0.0001, is 0.13)
root.PRSD505_Okhotnik_1917.A1_Artillery.HP_RGM_6.smokePenalty changed in second object (was 0.0001, is 0.13)
root.PRSD505_Okhotnik_1917.A1_Artillery.HP_RGM_7.smokePenalty changed in second object (was 0.0001, is 0.13)
root.PRSD505_Okhotnik_1917.A1_Artillery.HP_RGM_4.smokePenalty changed in second object (was 0.0001, is 0.13)
root.PRSD505_Okhotnik_1917.A1_Artillery.HP_RGM_5.smokePenalty changed in second object (was 0.0001, is 0.13)
root.PJSD004_Minekadze_1920.A1_120_45.HP_JGM_1.smokePenalty changed in second object (was 0.0001, is 0.1)
root.PJSD004_Minekadze_1920.A1_120_45.HP_JGM_2.smokePenalty changed in second object (was 0.0001, is 0.1)
root.PJSD004_Minekadze_1920.A1_120_45.HP_JGM_3.smokePenalty changed in second object (was 0.0001, is 0.1)
root.PJSD004_Minekadze_1920.A1_120_45.HP_JGM_4.smokePenalty changed in second object (was 0.0001, is 0.1)
root.PJSD004_Minekadze_1920.B1_120_45.HP_JGM_1.smokePenalty changed in second object (was 0.0001, is 0.1)
root.PJSD004_Minekadze_1920.B1_120_45.HP_JGM_2.smokePenalty changed in second object (was 0.0001, is 0.1)
root.PJSD004_Minekadze_1920.B1_120_45.HP_JGM_3.smokePenalty changed in second object (was 0.0001, is 0.1)
root.PJSD004_Minekadze_1920.B1_120_45.HP_JGM_4.smokePenalty changed in second object (was 0.0001, is 0.1)
root.PJSD004_Minekadze_1920.B2_120_45.HP_JGM_1.smokePenalty changed in second object (was 0.0001, is 0.1)
root.PJSD004_Minekadze_1920.B2_120_45.HP_JGM_2.smokePenalty changed in second object (was 0.0001, is 0.1)
root.PJSD004_Minekadze_1920.B2_120_45.HP_JGM_3.smokePenalty changed in second object (was 0.0001, is 0.1)
root.PJSD004_Minekadze_1920.B2_120_45.HP_JGM_4.smokePenalty changed in second object (was 0.0001, is 0.1)
root.PAGM160_6in53_Mk13_Single.smokePenalty changed in second object (was 0.0001, is 0.21)
root.PGGM510_6in53_Mk13_Single.smokePenalty changed in second object (was 0.0001, is 0.21)
root.PFSC101_Bougainville.A1_Artillery.HP_FGM_3.smokePenalty changed in second object (was 0.0001, is 0.16)
root.PFSC101_Bougainville.A1_Artillery.HP_FGM_1.smokePenalty changed in second object (was 0.0001, is 0.16)
root.PFSC101_Bougainville.A1_Artillery.HP_FGM_2.smokePenalty changed in second object (was 0.0001, is 0.16)
root.PFGM045_152_55_Mle_1930.smokePenalty changed in second object (was 0.0001, is 0.63)
root.PGGM076_150mm_TL_C_36.smokePenalty changed in second object (was 0.0001, is 0.2)
root.PJGM121_203mm.smokePenalty changed in second object (was 0.0001, is 0.51)
root.PASB013_Arkansas_1912.ArtilleryDefault.HP_AGM_1.smokePenalty changed in second object (was 0.0001, is 3.44)
root.PASB013_Arkansas_1912.ArtilleryDefault.HP_AGM_3.smokePenalty changed in second object (was 0.0001, is 3.44)
root.PASB013_Arkansas_1912.ArtilleryDefault.HP_AGM_2.smokePenalty changed in second object (was 0.0001, is 3.44)
root.PASB013_Arkansas_1912.ArtilleryDefault.HP_AGM_4.smokePenalty changed in second object (was 0.0001, is 3.44)
root.PASB013_Arkansas_1912.ArtilleryDefault.HP_AGM_6.smokePenalty changed in second object (was 0.0001, is 3.44)
root.PASB013_Arkansas_1912.ArtilleryDefault.HP_AGM_5.smokePenalty changed in second object (was 0.0001, is 3.44)
root.PGGM064_280mm_SK_L45_LC_1906.smokePenalty changed in second object (was 0.0001, is 2.76)
root.PJSB802_False_Ally_Kawachi_1912.B2_305_50.HP_JGM_1.smokePenalty changed in second object (was 0.0001, is 3.44)
root.PJSB802_False_Ally_Kawachi_1912.B2_305_50.HP_JGM_2.smokePenalty changed in second object (was 0.0001, is 3.44)
root.PJSB802_False_Ally_Kawachi_1912.B2_305_50.HP_JGM_3.smokePenalty changed in second object (was 0.0001, is 3.44)
root.PJSB802_False_Ally_Kawachi_1912.B2_305_50.HP_JGM_6.smokePenalty changed in second object (was 0.0001, is 3.44)
root.PJSB802_False_Ally_Kawachi_1912.B2_305_50.HP_JGM_4.smokePenalty changed in second object (was 0.0001, is 3.44)
