>> loading GameParams.old.txt (first object)
>> loading GameParams.txt (second object)
>> comparing pickles
root.PJSB007_Kongo_1942.B_Hull_1941.floodParams[1] changed in second object (was 0.558, is 0.667)
root.PASC012_Pensacola_1944.A_Hull_1942.visibilityFactor changed in second object (was 15.66, is 12.78)
root.PASD709_Black.A_Hull.floodParams[1] changed in second object (was 0.458, is 0.667)
root.PASD709_Black.A_Hull.floodParams[2] changed in second object (was 120.0, is 90.0)
root.PRSC109_Dmitry_Donskoy.A_Hull.floodParams[1] changed in second object (was 0.458, is 0.667)
root.PRSC109_Dmitry_Donskoy.A_Hull.floodParams[2] changed in second object (was 120.0, is 90.0)
root.PRSC109_Dmitry_Donskoy.B_Hull.floodParams[1] changed in second object (was 0.458, is 0.667)
root.PRSC109_Dmitry_Donskoy.B_Hull.floodParams[2] changed in second object (was 120.0, is 90.0)
root.PRSC109_Dmitry_Donskoy.C_Hull.floodParams[1] changed in second object (was 0.458, is 0.667)
root.PRSC109_Dmitry_Donskoy.C_Hull.floodParams[2] changed in second object (was 120.0, is 90.0)
root.PASB802_FALSE_ENEMY_Michigan.A_Hull.floodParams[2] changed in second object (was 120.0, is 90.0)
root.PGSD107_Leberecht_Maass.A_Hull.floodParams[1] changed in second object (was 0.508, is 0.667)
root.PGSD107_Leberecht_Maass.A_Hull.floodParams[2] changed in second object (was 120.0, is 90.0)
root.PGSD107_Leberecht_Maass.B_Hull.floodParams[1] changed in second object (was 0.508, is 0.667)
root.PGSD107_Leberecht_Maass.B_Hull.floodParams[2] changed in second object (was 120.0, is 90.0)
root.PGSC105_Konigsberg.A_Hull.floodParams[1] changed in second object (was 0.558, is 0.667)
root.PGSC105_Konigsberg.A_Hull.floodParams[2] changed in second object (was 120.0, is 90.0)
root.PGSC105_Konigsberg.B_Hull.floodParams[1] changed in second object (was 0.558, is 0.667)
root.PGSC105_Konigsberg.B_Hull.floodParams[2] changed in second object (was 120.0, is 90.0)
root.PGSD110_Z_52.A_Hull.floodParams[1] changed in second object (was 0.433, is 0.667)
root.PGSD110_Z_52.A_Hull.floodParams[2] changed in second object (was 120.0, is 90.0)
root.PASC004_St_Louis_1906.A_Hull_1906.floodParams[2] changed in second object (was 120.0, is 90.0)
root.PASC004_St_Louis_1906.B_Hull_1924.floodParams[2] changed in second object (was 120.0, is 90.0)
root.PBSC106_Leander.A_Hull.floodParams[1] changed in second object (was 0.533, is 0.667)
root.PBSC106_Leander.A_Hull.floodParams[2] changed in second object (was 120.0, is 90.0)
root.PBSC106_Leander.B_Hull.floodParams[1] changed in second object (was 0.533, is 0.667)
root.PBSC106_Leander.B_Hull.floodParams[2] changed in second object (was 120.0, is 90.0)
root.PJSB001_Kawachi_1912.A_Hull_1912.floodParams[2] changed in second object (was 120.0, is 90.0)
root.PJSB001_Kawachi_1912.B_Hull_1919.floodParams[2] changed in second object (was 120.0, is 90.0)
root.PGSB105_Koenig.A_Hull.floodParams[1] changed in second object (was 0.558, is 0.667)
root.PGSB105_Koenig.A_Hull.floodParams[2] changed in second object (was 120.0, is 90.0)
root.PGSB105_Koenig.B_Hull.floodParams[1] changed in second object (was 0.558, is 0.667)
root.PGSB105_Koenig.B_Hull.floodParams[2] changed in second object (was 120.0, is 90.0)
root.PGSB105_Koenig.C_Hull.floodParams[1] changed in second object (was 0.558, is 0.667)
root.PGSB105_Koenig.C_Hull.floodParams[2] changed in second object (was 120.0, is 90.0)
root.PGSB105_Koenig.ABC2_Engine.backwardSpeedOnFlood changed in second object (was -0.35, is -0.2)
root.PGSB105_Koenig.ABC2_Engine.forwardSpeedOnFlood changed in second object (was -0.35, is -0.2)
root.PGSB105_Koenig.ABC1_Engine.backwardSpeedOnFlood changed in second object (was -0.35, is -0.2)
root.PGSB105_Koenig.ABC1_Engine.forwardSpeedOnFlood changed in second object (was -0.35, is -0.2)
root.PJSB003_Myogi_1912.A_Hull.floodParams[1] changed in second object (was 0.583, is 0.667)
root.PJSB003_Myogi_1912.A_Hull.floodParams[2] changed in second object (was 120.0, is 90.0)
root.PJSB003_Myogi_1912.B_Hull.floodParams[1] changed in second object (was 0.583, is 0.667)
root.PJSB003_Myogi_1912.B_Hull.floodParams[2] changed in second object (was 120.0, is 90.0)
root.PJSB003_Myogi_1912.C_Hull.floodParams[1] changed in second object (was 0.583, is 0.667)
root.PJSB003_Myogi_1912.C_Hull.floodParams[2] changed in second object (was 120.0, is 90.0)
root.PASD027_Wickes_1918.B_Hull_1925.floodParams[2] changed in second object (was 120.0, is 90.0)
root.PASD027_Wickes_1918.A_Hull_1918.floodParams[2] changed in second object (was 120.0, is 90.0)
root.PCEE074_Oscar_awards removed in first object
root.PCT099_RANK_BATTLE_PACK_1_15 removed in first object
root.PCT105_CrashCrew_Mod_I removed in first object
root.PCT107_SonarSearch_Mod_I removed in first object
root.PCT106_AirDefenseDisp_Mod_I removed in first object
root.PCT101_RANK_GOLD_250 removed in first object
root.PCEE072_Valentines removed in first object
root.PCT100_RANK_BATTLE_PACK_2_15 removed in first object
root.PCT102_SpeedBooster_Mod_I removed in first object
root.PCT108_RLSSearch_Mod_I removed in first object
root.PCT104_Spotter_Mod_I removed in first object
root.PCEE073_Mutsu_flag removed in first object
root.PCT103_SmokeGenerator_Mod_I removed in first object
>> finished comparing
