>> loading GameParams.old.txt (first object)
>> loading GameParams.txt (second object)
>> comparing pickles
root.PBPA009_152MM_AP_100LBS.bulletDetonator changed in second object (was 0.025, is 0.005)
root.PRSC506_Molotov_1943.A_Hull.armor.65628 changed in second object (was 30.0, is 20.0)
root.PRSC506_Molotov_1943.A_Hull.armor.65629 changed in second object (was 19.0, is 13.0)
root.PRSC506_Molotov_1943.A_Hull.armor.65630 changed in second object (was 19.0, is 13.0)
root.PASB017_Montana_1945.HullDefault.armor.65584 changed in second object (was 28.0, is 32.0)
root.PASB017_Montana_1945.HullDefault.armor.65585 changed in second object (was 28.0, is 32.0)
root.PASB017_Montana_1945.HullDefault.armor.65630 changed in second object (was 28.0, is 32.0)
root.PASB017_Montana_1945.HullDefault.armor.65629 changed in second object (was 28.0, is 32.0)
root.PJSD106_Fubuki.A_Hull_1943.armor.65584 changed in second object (was 12.0, is 16.0)
root.PJSD106_Fubuki.A_Hull_1943.armor.65592 changed in second object (was 15.0, is 16.0)
root.PJSD106_Fubuki.A_Hull_1943.armor.131128 changed in second object (was 12.0, is 16.0)
root.PJSD106_Fubuki.A_Hull_1943.armor.65629 changed in second object (was 12.0, is 16.0)
root.PJSD106_Fubuki.B_Hull_1943.armor.65584 changed in second object (was 12.0, is 16.0)
root.PJSD106_Fubuki.B_Hull_1943.armor.65592 changed in second object (was 15.0, is 16.0)
root.PJSD106_Fubuki.B_Hull_1943.armor.131128 changed in second object (was 12.0, is 16.0)
root.PJSD106_Fubuki.B_Hull_1943.armor.65629 changed in second object (was 12.0, is 16.0)
root.PASC012_Pensacola_1944.B_Hull_1944.armor.65630 changed in second object (was 19.0, is 16.0)
root.PASC012_Pensacola_1944.B_Hull_1944.armor.65584 changed in second object (was 19.0, is 16.0)
root.PASC012_Pensacola_1944.B_Hull_1944.armor.65585 changed in second object (was 19.0, is 16.0)
root.PASC012_Pensacola_1944.B_Hull_1944.armor.65629 changed in second object (was 19.0, is 16.0)
root.PASC012_Pensacola_1944.A_Hull_1942.armor.65630 changed in second object (was 19.0, is 16.0)
root.PASC012_Pensacola_1944.A_Hull_1942.armor.65584 changed in second object (was 19.0, is 16.0)
root.PASC012_Pensacola_1944.A_Hull_1942.armor.65585 changed in second object (was 19.0, is 16.0)
root.PASC012_Pensacola_1944.A_Hull_1942.armor.65629 changed in second object (was 19.0, is 16.0)
root.PASD709_Black.A_Hull.armor.131128 changed in second object (was 12.0, is 19.0)
root.PASD709_Black.A_Hull.armor.65584 changed in second object (was 12.0, is 19.0)
root.PASD709_Black.A_Hull.armor.65585 changed in second object (was 12.0, is 19.0)
root.PASD709_Black.A_Hull.armor.65593 changed in second object (was 13.0, is 19.0)
root.PASD709_Black.A_Hull.armor.65625 changed in second object (was 12.0, is 13.0)
root.PASD709_Black.A_Hull.armor.65626 changed in second object (was 12.0, is 13.0)
root.PASD709_Black.A_Hull.armor.65629 changed in second object (was 12.0, is 19.0)
root.PASD709_Black.ShipModernization.ModernizationSlot6.mods[2] removed in first object
root.PBSC106_Leander.A_Hull.armor.65584 changed in second object (was 16.0, is 13.0)
root.PBSC106_Leander.A_Hull.armor.65585 changed in second object (was 16.0, is 13.0)
root.PBSC106_Leander.A_Hull.armor.65603 changed in second object (was 16.0, is 13.0)
root.PBSC106_Leander.A_Hull.armor.196695 changed in second object (was 16.0, is 13.0)
root.PBSC106_Leander.A_Hull.armor.65629 changed in second object (was 16.0, is 13.0)
root.PBSC106_Leander.A_Hull.armor.65630 changed in second object (was 16.0, is 13.0)
root.PBSC106_Leander.ShipModernization.ModernizationSlot4.mods[1] changed in second object (was PCM024_Engine_Mod_II, is PCM025_SteeringGear_Mod_II)
root.PBSC106_Leander.ShipModernization.ModernizationSlot4.mods[2] removed in second object
root.PBSC106_Leander.AB1_Torpedoes.HP_BGT_2.timeBetweenShots changed in second object (was 1.0, is 0.2)
root.PBSC106_Leander.B_Hull.armor.65584 changed in second object (was 16.0, is 13.0)
root.PBSC106_Leander.B_Hull.armor.65585 changed in second object (was 16.0, is 13.0)
root.PBSC106_Leander.B_Hull.armor.65603 changed in second object (was 16.0, is 13.0)
root.PBSC106_Leander.B_Hull.armor.196695 changed in second object (was 16.0, is 13.0)
root.PBSC106_Leander.B_Hull.armor.65629 changed in second object (was 16.0, is 13.0)
root.PBSC106_Leander.B_Hull.armor.65630 changed in second object (was 16.0, is 13.0)
root.PBSC106_Leander.AB_Engine.forwardEngineForsagMaxSpeed changed in second object (was 2.5, is 30.225)
root.PBSC106_Leander.AB_Engine.backwardEngineForsagMaxSpeed changed in second object (was 2.5, is 5.0)
root.PBSC106_Leander.AB_Engine.forwardEngineForsag changed in second object (was 2.5, is 1.75)
root.PBSC106_Leander.ShipAbilities.AbilitySlot2.abils[4][0] changed in second object (was PCY007_SpeedBooster, is PCY006_SmokeGenerator)
root.PBSC106_Leander.ShipAbilities.AbilitySlot2.abils[4][1] changed in second object (was UK_CL, is UK_Lvl_6)
root.PBSC106_Leander.ShipAbilities.AbilitySlot2.abils[5][0] changed in second object (was PCY015_SpeedBoosterPremium, is PCY014_SmokeGeneratorPremium)
root.PBSC106_Leander.ShipAbilities.AbilitySlot2.abils[5][1] changed in second object (was UK_CL_PREM, is UK_Lvl_6_Gold)
root.PBSC106_Leander.AB2_Torpedoes.HP_BGT_2.timeBetweenShots changed in second object (was 1.0, is 0.2)
root.PJUT605_D7_TORP_STOCK_1 removed in first object
root.PJUA643_D7_ART_STOCK_1 removed in first object
root.PBPA008_102MM_AP_MG_BS removed in first object
root.PJUE653_D7_ENG_STOCK_1 removed in first object
root.PJUT606_D7_TORP_TOP_1 removed in first object
>> finished comparing
